movement_id,product_id,warehouse_id,jenis_mutasi,kuantitas_perubahan,recorded_timestamp,operator_id
MOV-000621,PROD-0755,WH-BANDUNG-04,ADJUSTMENT_DEFECT,218,2026-06-19 16:27:38,OP-413
MOV-000622,PROD-0676,WH-JAKARTA-01,INBOUND,22,2026-06-19 12:34:12,OP-267
MOV-000623,PROD-0832,WH-MEDAN-03,OUTBOUND,39,2026-06-06 17:16:35,OP-261
MOV-000624,PROD-1120,WH-JAKARTA-01,OUTBOUND,180,2026-06-22 21:00:21,OP-689
MOV-000625,PROD-0028,WH-JAKARTA-01,OUTBOUND,62,2026-06-06 14:38:57,OP-651
MOV-000626,PROD-1254,WH-JAKARTA-01,RETUR_STOCK,119,2026-06-24 03:52:09,OP-752
MOV-000627,PROD-0416,WH-MEDAN-03,INBOUND,22,2026-06-28 14:20:08,OP-348
MOV-000628,PROD-2073,WH-MEDAN-03,OUTBOUND,184,2026-06-20 06:19:38,OP-954
MOV-000629,PROD-1711,WH-MEDAN-03,INBOUND,162,2026-06-25 10:59:49,OP-912
MOV-000630,PROD-0542,WH-MEDAN-03,OUTBOUND,41,2026-06-21 15:29:56,OP-879
MOV-000631,PROD-0165,WH-MEDAN-03,OUTBOUND,44,2026-06-03 09:48:01,OP-762
MOV-000632,PROD-2256,WH-BANDUNG-04,OUTBOUND,10,2026-06-22 12:07:54,OP-880
MOV-000633,PROD-0985,WH-BANDUNG-04,INBOUND,83,2026-06-29 08:37:39,OP-430
MOV-000634,PROD-0373,WH-SURABAYA-02,INBOUND,167,2026-06-17 14:50:25,OP-731
MOV-000635,PROD-0618,WH-BANDUNG-04,INBOUND,158,2026-06-19 16:15:29,OP-527
MOV-000636,PROD-0069,WH-MEDAN-03,INBOUND,109,2026-06-24 07:56:27,OP-800
MOV-000637,PROD-1544,WH-MEDAN-03,INBOUND,95,2026-06-08 12:38:31,OP-525
MOV-000638,PROD-1659,WH-BANDUNG-04,RETUR_STOCK,162,2026-06-14 17:55:15,OP-810
MOV-000639,PROD-0101,WH-JAKARTA-01,OUTBOUND,79,2026-06-20 17:10:19,OP-592
MOV-000640,PROD-0001,WH-SURABAYA-02,OUTBOUND,120,2026-06-20 18:47:57,OP-906
MOV-000641,PROD-2399,WH-BANDUNG-04,OUTBOUND,156,2026-06-11 20:48:51,OP-588
MOV-000642,PROD-2055,WH-BANDUNG-04,OUTBOUND,126,2026-06-12 13:16:38,OP-916
MOV-000643,PROD-0318,WH-BANDUNG-04,OUTBOUND,59,2026-06-21 10:27:09,OP-184
MOV-000644,PROD-1879,WH-JAKARTA-01,INBOUND,210,2026-06-05 01:28:02,OP-461
MOV-000645,PROD-0186,WH-SURABAYA-02,INBOUND,219,2026-06-19 01:19:18,OP-355
MOV-000646,PROD-0728,WH-BANDUNG-04,OUTBOUND,13,2026-06-12 02:58:11,OP-983
MOV-000647,PROD-0343,WH-BANDUNG-04,OUTBOUND,110,2026-06-23 06:49:33,OP-709
MOV-000648,PROD-0713,WH-JAKARTA-01,OUTBOUND,66,2026-06-02 13:23:12,OP-120
MOV-000649,PROD-0136,WH-BANDUNG-04,OUTBOUND,115,2026-06-09 04:43:34,OP-908
MOV-000650,PROD-1923,WH-SURABAYA-02,OUTBOUND,150,2026-06-03 04:48:57,OP-272
MOV-000651,PROD-0383,WH-BANDUNG-04,OUTBOUND,249,2026-06-30 01:02:39,OP-270
MOV-000652,PROD-0186,WH-SURABAYA-02,RETUR_STOCK,55,2026-06-06 00:40:40,OP-541
MOV-000653,PROD-0928,WH-MEDAN-03,OUTBOUND,107,2026-06-09 06:51:58,OP-887
MOV-000654,PROD-0964,WH-BANDUNG-04,INBOUND,23,2026-06-17 03:28:53,OP-267
MOV-000655,PROD-0561,WH-JAKARTA-01,INBOUND,73,2026-06-04 15:13:51,OP-859
MOV-000656,PROD-1190,WH-SURABAYA-02,INBOUND,121,2026-06-29 04:32:27,OP-408
MOV-000657,PROD-0898,WH-BANDUNG-04,OUTBOUND,86,2026-06-10 11:47:57,OP-576
MOV-000658,PROD-1929,WH-BANDUNG-04,OUTBOUND,127,2026-06-22 17:51:12,OP-846
MOV-000659,PROD-1838,WH-BANDUNG-04,INBOUND,37,2026-06-23 02:21:22,OP-898
MOV-000660,PROD-2369,WH-SURABAYA-02,OUTBOUND,112,2026-06-14 14:17:39,OP-341
MOV-000661,PROD-1713,WH-JAKARTA-01,INBOUND,170,2026-06-06 16:28:31,OP-512
MOV-000662,PROD-1739,WH-MEDAN-03,ADJUSTMENT_DEFECT,17,2026-06-28 01:31:38,OP-432
MOV-000663,PROD-1181,WH-MEDAN-03,OUTBOUND,181,2026-06-17 07:09:12,OP-110
MOV-000664,PROD-0858,WH-BANDUNG-04,INBOUND,77,2026-06-21 22:19:35,OP-143
MOV-000665,PROD-0285,WH-SURABAYA-02,INBOUND,94,2026-06-13 10:02:21,OP-836
MOV-000666,PROD-2399,WH-BANDUNG-04,INBOUND,185,2026-06-28 04:23:58,OP-307
MOV-000667,PROD-2131,WH-JAKARTA-01,INBOUND,133,2026-06-17 21:26:43,OP-246
MOV-000668,PROD-1648,WH-SURABAYA-02,OUTBOUND,16,2026-06-20 09:57:35,OP-719
MOV-000669,PROD-0666,WH-BANDUNG-04,INBOUND,156,2026-06-19 00:19:33,OP-676
MOV-000670,PROD-1394,WH-MEDAN-03,OUTBOUND,133,2026-06-26 23:58:27,OP-116
MOV-000671,PROD-2025,WH-JAKARTA-01,INBOUND,72,2026-06-10 15:24:02,OP-688
MOV-000672,PROD-2261,WH-SURABAYA-02,INBOUND,139,2026-06-08 18:02:43,OP-138
MOV-000673,PROD-0930,WH-SURABAYA-02,OUTBOUND,120,2026-06-03 23:23:37,OP-820
MOV-000674,PROD-2408,WH-SURABAYA-02,OUTBOUND,96,2026-06-26 14:59:45,OP-751
MOV-000675,PROD-0214,WH-MEDAN-03,OUTBOUND,233,2026-06-22 03:27:02,OP-156
MOV-000676,PROD-0304,WH-BANDUNG-04,INBOUND,248,2026-06-23 01:51:42,OP-542
MOV-000677,PROD-1404,WH-JAKARTA-01,INBOUND,201,2026-06-22 12:53:33,OP-407
MOV-000678,PROD-0200,WH-MEDAN-03,INBOUND,43,2026-06-14 05:31:22,OP-962
MOV-000679,PROD-2286,WH-MEDAN-03,OUTBOUND,36,2026-06-01 02:54:28,OP-564
MOV-000680,PROD-0671,WH-BANDUNG-04,INBOUND,181,2026-06-07 04:43:43,OP-516
MOV-000681,PROD-1729,WH-BANDUNG-04,OUTBOUND,163,2026-06-30 11:52:22,OP-169
MOV-000682,PROD-1250,WH-SURABAYA-02,OUTBOUND,112,2026-06-15 16:47:09,OP-985
MOV-000683,PROD-0879,WH-BANDUNG-04,INBOUND,83,2026-06-17 15:22:56,OP-960
MOV-000684,PROD-0251,WH-BANDUNG-04,ADJUSTMENT_DEFECT,7,2026-06-29 00:53:51,OP-760
MOV-000685,PROD-0498,WH-SURABAYA-02,INBOUND,245,2026-06-10 08:33:42,OP-419
MOV-000686,PROD-1988,WH-SURABAYA-02,OUTBOUND,114,2026-06-15 04:28:13,OP-408
MOV-000687,PROD-0978,WH-JAKARTA-01,OUTBOUND,179,2026-06-19 18:55:28,OP-249
MOV-000688,PROD-0784,WH-MEDAN-03,INBOUND,115,2026-06-24 04:33:04,OP-562
MOV-000689,PROD-2477,WH-JAKARTA-01,RETUR_STOCK,19,2026-06-08 14:12:48,OP-615
MOV-000690,PROD-0539,WH-JAKARTA-01,INBOUND,55,2026-06-12 03:05:07,OP-600
MOV-000691,PROD-0901,WH-BANDUNG-04,INBOUND,111,2026-06-25 03:24:32,OP-355
MOV-000692,PROD-1467,WH-BANDUNG-04,OUTBOUND,214,2026-06-21 15:22:39,OP-962
MOV-000693,PROD-0210,WH-JAKARTA-01,RETUR_STOCK,217,2026-06-05 14:08:30,OP-855
MOV-000694,PROD-1734,WH-MEDAN-03,OUTBOUND,206,2026-06-03 21:54:44,OP-822
MOV-000695,PROD-0491,WH-SURABAYA-02,INBOUND,25,2026-06-20 13:19:09,OP-432
MOV-000696,PROD-1710,WH-JAKARTA-01,OUTBOUND,222,2026-06-29 09:03:57,OP-425
MOV-000697,PROD-1754,WH-MEDAN-03,INBOUND,45,2026-06-11 00:52:21,OP-366
MOV-000698,PROD-1919,WH-SURABAYA-02,OUTBOUND,124,2026-06-21 19:05:59,OP-774
MOV-000699,PROD-2035,WH-MEDAN-03,OUTBOUND,7,2026-06-01 23:38:25,OP-153
MOV-000700,PROD-1930,WH-SURABAYA-02,INBOUND,133,2026-06-21 02:50:35,OP-831
MOV-000701,PROD-1487,WH-JAKARTA-01,OUTBOUND,153,2026-06-28 23:03:52,OP-390
MOV-000702,PROD-2004,WH-BANDUNG-04,ADJUSTMENT_DEFECT,207,2026-06-20 20:26:42,OP-280
MOV-000703,PROD-1501,WH-BANDUNG-04,OUTBOUND,84,2026-06-12 15:38:03,OP-756
MOV-000704,PROD-0198,WH-SURABAYA-02,OUTBOUND,103,2026-06-17 04:05:42,OP-354
MOV-000705,PROD-1968,WH-BANDUNG-04,INBOUND,153,2026-06-09 03:15:04,OP-227
MOV-000706,PROD-0521,WH-MEDAN-03,RETUR_STOCK,109,2026-06-02 00:08:44,OP-510
MOV-000707,PROD-1523,WH-BANDUNG-04,INBOUND,207,2026-06-24 11:58:13,OP-734
MOV-000708,PROD-1535,WH-JAKARTA-01,OUTBOUND,99,2026-06-11 02:11:36,OP-604
MOV-000709,PROD-1714,WH-MEDAN-03,OUTBOUND,181,2026-06-28 09:36:23,OP-713
MOV-000710,PROD-1349,WH-BANDUNG-04,OUTBOUND,69,2026-06-11 12:16:42,OP-247
MOV-000711,PROD-0688,WH-MEDAN-03,INBOUND,45,2026-06-06 20:45:24,OP-841
MOV-000712,PROD-0467,WH-BANDUNG-04,INBOUND,228,2026-06-05 05:04:51,OP-822
MOV-000713,PROD-0596,WH-BANDUNG-04,OUTBOUND,71,2026-06-09 03:29:36,OP-867
MOV-000714,PROD-0139,WH-BANDUNG-04,INBOUND,128,2026-06-14 03:36:45,OP-162
MOV-000715,PROD-1015,WH-JAKARTA-01,OUTBOUND,228,2026-06-13 15:19:49,OP-852
MOV-000716,PROD-0242,WH-SURABAYA-02,INBOUND,46,2026-06-11 01:56:52,OP-543
MOV-000717,PROD-2364,WH-BANDUNG-04,INBOUND,73,2026-06-24 21:15:31,OP-553
MOV-000718,PROD-0733,WH-SURABAYA-02,INBOUND,189,2026-06-06 09:38:02,OP-472
MOV-000719,PROD-0135,WH-JAKARTA-01,INBOUND,175,2026-06-08 21:29:58,OP-930
MOV-000720,PROD-2487,WH-JAKARTA-01,OUTBOUND,105,2026-06-24 11:16:21,OP-983
MOV-000721,PROD-2125,WH-MEDAN-03,OUTBOUND,144,2026-06-12 20:07:46,OP-374
MOV-000722,PROD-2448,WH-SURABAYA-02,OUTBOUND,210,2026-06-02 12:13:13,OP-684
MOV-000723,PROD-2422,WH-BANDUNG-04,INBOUND,68,2026-06-22 04:59:08,OP-330
MOV-000724,PROD-1511,WH-SURABAYA-02,INBOUND,112,2026-06-07 12:28:42,OP-736
MOV-000725,PROD-1819,WH-BANDUNG-04,INBOUND,55,2026-06-17 05:19:55,OP-301
MOV-000726,PROD-0758,WH-SURABAYA-02,INBOUND,77,2026-06-30 11:39:57,OP-413
MOV-000727,PROD-0417,WH-JAKARTA-01,OUTBOUND,64,2026-06-14 16:37:36,OP-336
MOV-000728,PROD-0207,WH-MEDAN-03,RETUR_STOCK,203,2026-06-19 11:32:22,OP-800
MOV-000729,PROD-2389,WH-SURABAYA-02,OUTBOUND,84,2026-06-02 17:25:40,OP-688
MOV-000730,PROD-1644,WH-SURABAYA-02,OUTBOUND,160,2026-06-12 19:35:31,OP-509
MOV-000731,PROD-0311,WH-JAKARTA-01,OUTBOUND,128,2026-06-12 06:08:51,OP-701
MOV-000732,PROD-1332,WH-SURABAYA-02,RETUR_STOCK,203,2026-06-15 16:26:20,OP-119
MOV-000733,PROD-1400,WH-BANDUNG-04,OUTBOUND,18,2026-06-12 07:14:38,OP-383
MOV-000734,PROD-1551,WH-JAKARTA-01,OUTBOUND,164,2026-06-24 17:05:51,OP-427
MOV-000735,PROD-0083,WH-BANDUNG-04,OUTBOUND,12,2026-06-06 17:07:11,OP-974
MOV-000736,PROD-1601,WH-MEDAN-03,OUTBOUND,31,2026-06-13 18:30:27,OP-317
MOV-000737,PROD-1476,WH-SURABAYA-02,OUTBOUND,249,2026-06-25 20:20:50,OP-857
MOV-000738,PROD-1027,WH-MEDAN-03,OUTBOUND,54,2026-06-21 15:34:18,OP-896
MOV-000739,PROD-1480,WH-JAKARTA-01,OUTBOUND,191,2026-06-24 17:35:57,OP-787
MOV-000740,PROD-2284,WH-JAKARTA-01,OUTBOUND,61,2026-06-10 18:30:29,OP-704
MOV-000741,PROD-2437,WH-MEDAN-03,INBOUND,7,2026-06-25 20:56:35,OP-985
MOV-000742,PROD-2441,WH-JAKARTA-01,OUTBOUND,159,2026-06-25 03:55:28,OP-287
MOV-000743,PROD-1665,WH-BANDUNG-04,INBOUND,226,2026-06-22 16:09:10,OP-910
MOV-000744,PROD-1783,WH-SURABAYA-02,OUTBOUND,38,2026-06-27 16:38:41,OP-805
MOV-000745,PROD-2078,WH-JAKARTA-01,INBOUND,30,2026-06-24 03:15:07,OP-455
MOV-000746,PROD-1607,WH-JAKARTA-01,INBOUND,233,2026-06-30 22:01:57,OP-278
MOV-000747,PROD-0982,WH-BANDUNG-04,OUTBOUND,172,2026-06-23 07:08:57,OP-625
MOV-000748,PROD-0605,WH-SURABAYA-02,OUTBOUND,119,2026-06-17 14:49:20,OP-580
MOV-000749,PROD-2331,WH-SURABAYA-02,INBOUND,90,2026-06-14 15:27:24,OP-671
MOV-000750,PROD-0238,WH-SURABAYA-02,INBOUND,164,2026-06-18 23:43:18,OP-810
MOV-000751,PROD-0731,WH-MEDAN-03,RETUR_STOCK,173,2026-06-09 14:31:31,OP-327
MOV-000752,PROD-1343,WH-BANDUNG-04,INBOUND,134,2026-06-24 19:48:22,OP-442
MOV-000753,PROD-1995,WH-JAKARTA-01,INBOUND,115,2026-06-23 08:46:58,OP-567
MOV-000754,PROD-1361,WH-SURABAYA-02,OUTBOUND,204,2026-06-15 23:19:38,OP-302
MOV-000755,PROD-2079,WH-JAKARTA-01,OUTBOUND,110,2026-06-08 21:04:15,OP-354
MOV-000756,PROD-0978,WH-JAKARTA-01,OUTBOUND,139,2026-06-08 21:12:51,OP-947
MOV-000757,PROD-0915,WH-JAKARTA-01,OUTBOUND,23,2026-06-04 12:21:06,OP-917
MOV-000758,PROD-1638,WH-BANDUNG-04,OUTBOUND,37,2026-06-21 04:57:58,OP-945
MOV-000759,PROD-1629,WH-BANDUNG-04,ADJUSTMENT_DEFECT,6,2026-06-30 12:20:47,OP-623
MOV-000760,PROD-2255,WH-JAKARTA-01,OUTBOUND,199,2026-06-26 13:28:22,OP-200
MOV-000761,PROD-1982,WH-BANDUNG-04,INBOUND,224,2026-06-05 06:22:29,OP-326
MOV-000762,PROD-0583,WH-MEDAN-03,OUTBOUND,210,2026-06-19 19:02:26,OP-352
MOV-000763,PROD-0460,WH-BANDUNG-04,OUTBOUND,19,2026-06-23 02:07:03,OP-120
MOV-000764,PROD-0136,WH-MEDAN-03,OUTBOUND,25,2026-06-12 20:20:08,OP-592
MOV-000765,PROD-1977,WH-BANDUNG-04,INBOUND,82,2026-06-01 20:51:25,OP-338
MOV-000766,PROD-0978,WH-MEDAN-03,OUTBOUND,63,2026-06-24 19:55:54,OP-383
MOV-000767,PROD-0284,WH-BANDUNG-04,OUTBOUND,108,2026-06-14 12:34:49,OP-448
MOV-000768,PROD-2399,WH-JAKARTA-01,INBOUND,86,2026-06-21 16:34:01,OP-354
MOV-000769,PROD-0017,WH-MEDAN-03,OUTBOUND,122,2026-06-28 02:12:06,OP-744
MOV-000770,PROD-1239,WH-SURABAYA-02,OUTBOUND,117,2026-06-11 14:50:17,OP-958
MOV-000771,PROD-1423,WH-SURABAYA-02,INBOUND,43,2026-06-25 10:44:48,OP-795
MOV-000772,PROD-2462,WH-JAKARTA-01,OUTBOUND,24,2026-06-11 07:46:22,OP-313
MOV-000773,PROD-1268,WH-BANDUNG-04,INBOUND,5,2026-06-22 17:25:56,OP-151
MOV-000774,PROD-2054,WH-JAKARTA-01,OUTBOUND,77,2026-06-13 23:07:57,OP-285
MOV-000775,PROD-0780,WH-JAKARTA-01,OUTBOUND,13,2026-06-15 10:37:42,OP-335
MOV-000776,PROD-2135,WH-MEDAN-03,OUTBOUND,239,2026-06-08 08:39:20,OP-533
MOV-000777,PROD-2237,WH-BANDUNG-04,INBOUND,55,2026-06-12 08:11:43,OP-417
MOV-000778,PROD-1640,WH-MEDAN-03,INBOUND,170,2026-06-25 11:57:39,OP-203
MOV-000779,PROD-0420,WH-BANDUNG-04,OUTBOUND,235,2026-06-23 09:48:32,OP-965
MOV-000780,PROD-1827,WH-MEDAN-03,INBOUND,225,2026-06-09 06:59:47,OP-283
MOV-000781,PROD-2296,WH-JAKARTA-01,INBOUND,19,2026-06-27 03:51:45,OP-256
MOV-000782,PROD-0860,WH-JAKARTA-01,INBOUND,88,2026-06-26 07:01:14,OP-400
MOV-000783,PROD-0207,WH-JAKARTA-01,OUTBOUND,234,2026-06-11 15:30:46,OP-876
MOV-000784,PROD-2472,WH-BANDUNG-04,OUTBOUND,45,2026-06-01 12:19:20,OP-587
MOV-000785,PROD-2181,WH-JAKARTA-01,RETUR_STOCK,226,2026-06-28 10:11:03,OP-359
MOV-000786,PROD-2041,WH-BANDUNG-04,INBOUND,179,2026-06-19 22:21:57,OP-122
MOV-000787,PROD-0115,WH-SURABAYA-02,INBOUND,158,2026-06-06 21:55:49,OP-748
MOV-000788,PROD-2425,WH-MEDAN-03,OUTBOUND,58,2026-06-09 17:42:51,OP-683
MOV-000789,PROD-0211,WH-BANDUNG-04,OUTBOUND,123,2026-06-16 17:30:23,OP-651
MOV-000790,PROD-0132,WH-SURABAYA-02,INBOUND,202,2026-06-03 19:52:01,OP-483
MOV-000791,PROD-1398,WH-JAKARTA-01,INBOUND,171,2026-06-17 11:28:28,OP-295
MOV-000792,PROD-0154,WH-BANDUNG-04,INBOUND,21,2026-06-27 11:08:50,OP-831
MOV-000793,PROD-0920,WH-SURABAYA-02,OUTBOUND,202,2026-06-03 17:12:47,OP-938
MOV-000794,PROD-1447,WH-JAKARTA-01,INBOUND,132,2026-06-17 17:12:11,OP-569
MOV-000795,PROD-0952,WH-SURABAYA-02,RETUR_STOCK,96,2026-06-17 05:21:46,OP-261
MOV-000796,PROD-1390,WH-BANDUNG-04,OUTBOUND,13,2026-06-17 15:14:30,OP-156
MOV-000797,PROD-1718,WH-MEDAN-03,INBOUND,223,2026-06-20 20:50:55,OP-347
MOV-000798,PROD-0147,WH-MEDAN-03,INBOUND,231,2026-06-10 02:15:32,OP-335
MOV-000799,PROD-1818,WH-BANDUNG-04,INBOUND,50,2026-06-06 16:50:59,OP-455
MOV-000800,PROD-0715,WH-SURABAYA-02,OUTBOUND,138,2026-06-01 00:59:51,OP-145
MOV-000801,PROD-1597,WH-BANDUNG-04,OUTBOUND,200,2026-06-02 18:16:10,OP-431
MOV-000802,PROD-2279,WH-JAKARTA-01,INBOUND,20,2026-06-06 19:33:05,OP-174
MOV-000803,PROD-2499,WH-BANDUNG-04,OUTBOUND,219,2026-06-17 15:28:50,OP-509
MOV-000804,PROD-1524,WH-MEDAN-03,OUTBOUND,116,2026-06-06 14:41:13,OP-149
MOV-000805,PROD-0907,WH-BANDUNG-04,INBOUND,91,2026-06-20 06:43:39,OP-228
MOV-000806,PROD-1647,WH-SURABAYA-02,INBOUND,161,2026-06-02 20:37:55,OP-354
MOV-000807,PROD-1725,WH-BANDUNG-04,INBOUND,173,2026-06-23 16:37:24,OP-941
MOV-000808,PROD-2031,WH-JAKARTA-01,INBOUND,200,2026-06-18 17:14:30,OP-235
MOV-000809,PROD-2155,WH-JAKARTA-01,OUTBOUND,66,2026-06-09 13:54:13,OP-434
MOV-000810,PROD-2141,WH-SURABAYA-02,INBOUND,108,2026-06-24 01:23:10,OP-198
MOV-000811,PROD-1660,WH-JAKARTA-01,INBOUND,124,2026-06-11 13:24:34,OP-938
MOV-000812,PROD-0829,WH-BANDUNG-04,RETUR_STOCK,172,2026-06-05 00:48:13,OP-129
MOV-000813,PROD-2188,WH-SURABAYA-02,INBOUND,194,2026-06-04 07:53:46,OP-599
MOV-000814,PROD-1338,WH-JAKARTA-01,INBOUND,156,2026-06-21 05:08:20,OP-825
MOV-000815,PROD-0011,WH-JAKARTA-01,OUTBOUND,138,2026-06-25 10:53:32,OP-191
MOV-000816,PROD-2496,WH-SURABAYA-02,INBOUND,44,2026-06-09 12:19:42,OP-474
MOV-000817,PROD-2443,WH-JAKARTA-01,INBOUND,202,2026-06-06 18:11:55,OP-465
MOV-000818,PROD-1529,WH-BANDUNG-04,OUTBOUND,62,2026-06-15 19:08:41,OP-432
MOV-000819,PROD-0378,WH-JAKARTA-01,RETUR_STOCK,146,2026-06-07 08:26:07,OP-647
MOV-000820,PROD-0361,WH-BANDUNG-04,INBOUND,82,2026-06-09 17:46:49,OP-979
MOV-000821,PROD-1572,WH-BANDUNG-04,ADJUSTMENT_DEFECT,246,2026-06-15 10:08:12,OP-610
MOV-000822,PROD-0642,WH-MEDAN-03,OUTBOUND,177,2026-06-28 17:42:06,OP-155
MOV-000823,PROD-0573,WH-SURABAYA-02,OUTBOUND,115,2026-06-15 11:01:07,OP-923
MOV-000824,PROD-1956,WH-SURABAYA-02,OUTBOUND,103,2026-06-14 08:30:27,OP-701
MOV-000825,PROD-1585,WH-JAKARTA-01,INBOUND,10,2026-06-07 10:28:37,OP-373
MOV-000826,PROD-0923,WH-BANDUNG-04,INBOUND,27,2026-06-20 19:16:15,OP-749
MOV-000827,PROD-2444,WH-SURABAYA-02,INBOUND,66,2026-06-28 03:28:57,OP-815
MOV-000828,PROD-2234,WH-SURABAYA-02,INBOUND,216,2026-06-29 21:45:23,OP-153
MOV-000829,PROD-1542,WH-BANDUNG-04,RETUR_STOCK,21,2026-06-30 21:04:53,OP-379
MOV-000830,PROD-1815,WH-JAKARTA-01,OUTBOUND,88,2026-06-17 15:06:46,OP-255
MOV-000831,PROD-2419,WH-SURABAYA-02,OUTBOUND,116,2026-06-06 00:10:54,OP-255
MOV-000832,PROD-1890,WH-JAKARTA-01,OUTBOUND,202,2026-06-19 00:34:55,OP-763
MOV-000833,PROD-1900,WH-BANDUNG-04,RETUR_STOCK,108,2026-06-29 19:46:10,OP-937
MOV-000834,PROD-1228,WH-MEDAN-03,RETUR_STOCK,129,2026-06-29 17:16:50,OP-803
MOV-000835,PROD-2330,WH-MEDAN-03,OUTBOUND,32,2026-06-07 19:55:48,OP-791
MOV-000836,PROD-1440,WH-JAKARTA-01,INBOUND,145,2026-06-18 03:18:14,OP-406
MOV-000837,PROD-1057,WH-JAKARTA-01,INBOUND,161,2026-06-09 12:58:04,OP-449
MOV-000838,PROD-2130,WH-MEDAN-03,INBOUND,177,2026-06-28 21:43:50,OP-502
MOV-000839,PROD-1507,WH-JAKARTA-01,INBOUND,24,2026-06-26 00:06:53,OP-412
MOV-000840,PROD-2196,WH-SURABAYA-02,INBOUND,190,2026-06-05 22:07:57,OP-172
MOV-000841,PROD-1631,WH-BANDUNG-04,ADJUSTMENT_DEFECT,213,2026-06-09 12:38:45,OP-180
MOV-000842,PROD-0965,WH-SURABAYA-02,ADJUSTMENT_DEFECT,121,2026-06-25 06:12:15,OP-707
MOV-000843,PROD-0992,WH-MEDAN-03,OUTBOUND,58,2026-06-10 07:52:10,OP-735
MOV-000844,PROD-0495,WH-MEDAN-03,OUTBOUND,231,2026-06-11 18:34:33,OP-260
MOV-000845,PROD-1194,WH-MEDAN-03,OUTBOUND,113,2026-06-12 03:23:38,OP-480
MOV-000846,PROD-0703,WH-MEDAN-03,INBOUND,235,2026-06-29 00:02:47,OP-932
MOV-000847,PROD-1031,WH-SURABAYA-02,ADJUSTMENT_DEFECT,68,2026-06-07 13:43:26,OP-481
MOV-000848,PROD-1404,WH-MEDAN-03,INBOUND,56,2026-06-17 10:36:45,OP-976
MOV-000849,PROD-0826,WH-BANDUNG-04,OUTBOUND,233,2026-06-03 16:40:19,OP-189
MOV-000850,PROD-2482,WH-SURABAYA-02,INBOUND,47,2026-06-25 13:23:58,OP-234
MOV-000851,PROD-1058,WH-JAKARTA-01,OUTBOUND,91,2026-06-18 19:48:38,OP-428
MOV-000852,PROD-0563,WH-SURABAYA-02,OUTBOUND,22,2026-06-18 09:58:03,OP-338
MOV-000853,PROD-2186,WH-BANDUNG-04,OUTBOUND,232,2026-06-04 21:50:35,OP-622
MOV-000854,PROD-0367,WH-MEDAN-03,INBOUND,88,2026-06-21 23:45:14,OP-920
MOV-000855,PROD-2154,WH-SURABAYA-02,INBOUND,58,2026-06-22 07:35:23,OP-932
MOV-000856,PROD-0794,WH-SURABAYA-02,OUTBOUND,64,2026-06-27 20:11:22,OP-136
MOV-000857,PROD-0636,WH-SURABAYA-02,INBOUND,127,2026-06-30 14:06:58,OP-597
MOV-000858,PROD-1706,WH-MEDAN-03,OUTBOUND,75,2026-06-12 06:15:43,OP-889
MOV-000859,PROD-0987,WH-MEDAN-03,OUTBOUND,232,2026-06-17 17:20:31,OP-629
MOV-000860,PROD-0958,WH-JAKARTA-01,OUTBOUND,238,2026-06-06 07:17:28,OP-177
MOV-000861,PROD-0855,WH-BANDUNG-04,INBOUND,133,2026-06-12 14:16:05,OP-700
MOV-000862,PROD-2126,WH-MEDAN-03,OUTBOUND,117,2026-06-16 20:06:28,OP-193
MOV-000863,PROD-1570,WH-JAKARTA-01,INBOUND,41,2026-06-12 01:43:28,OP-964
MOV-000864,PROD-2257,WH-SURABAYA-02,INBOUND,53,2026-06-24 04:10:10,OP-355
MOV-000865,PROD-1435,WH-MEDAN-03,INBOUND,39,2026-06-26 16:34:06,OP-942
MOV-000866,PROD-0008,WH-JAKARTA-01,INBOUND,109,2026-06-04 09:20:35,OP-850
MOV-000867,PROD-0737,WH-MEDAN-03,OUTBOUND,199,2026-06-30 20:47:16,OP-453
MOV-000868,PROD-2275,WH-BANDUNG-04,INBOUND,39,2026-06-28 13:58:31,OP-121
MOV-000869,PROD-2223,WH-BANDUNG-04,OUTBOUND,225,2026-06-21 16:59:40,OP-457
MOV-000870,PROD-0081,WH-SURABAYA-02,OUTBOUND,13,2026-06-25 00:36:45,OP-832
MOV-000871,PROD-1159,WH-JAKARTA-01,OUTBOUND,169,2026-06-30 02:44:29,OP-860
MOV-000872,PROD-0238,WH-SURABAYA-02,INBOUND,64,2026-06-03 14:49:58,OP-328
MOV-000873,PROD-1496,WH-SURABAYA-02,OUTBOUND,60,2026-06-24 23:09:16,OP-846
MOV-000874,PROD-1050,WH-BANDUNG-04,OUTBOUND,110,2026-06-27 15:55:01,OP-805
MOV-000875,PROD-0187,WH-JAKARTA-01,INBOUND,115,2026-06-06 22:49:50,OP-417
MOV-000876,PROD-1906,WH-JAKARTA-01,OUTBOUND,93,2026-06-08 13:04:50,OP-725
MOV-000877,PROD-0630,WH-BANDUNG-04,INBOUND,16,2026-06-05 20:17:12,OP-360
MOV-000878,PROD-1733,WH-SURABAYA-02,INBOUND,234,2026-06-23 05:06:33,OP-880
MOV-000879,PROD-0815,WH-MEDAN-03,RETUR_STOCK,75,2026-06-08 08:31:12,OP-170
MOV-000880,PROD-0614,WH-MEDAN-03,INBOUND,75,2026-06-07 13:01:54,OP-731
MOV-000881,PROD-1187,WH-MEDAN-03,OUTBOUND,123,2026-06-29 16:57:51,OP-830
