log_id,session_id,user_id,hit_timestamp,page_url,ip_address,device_type,response_time_ms
LOG-0000598,SES-935448,USR-0813,2026-06-26 13:00:51,/cart/add,148.49.6.203,Mobile-iOS,1163
LOG-0000599,SES-760631,USR-1991,2026-06-20 07:38:10,/payment/success,135.47.8.148,Mobile-iOS,382
LOG-0000600,SES-511262,USR-0895,2026-06-26 10:57:13,/cart/add,222.77.8.235,Mobile-Android,120
LOG-0000601,SES-726882,USR-1568,2026-06-18 00:31:25,/cart/add,217.12.3.188,Mobile-iOS,1467
LOG-0000602,SES-474475,USR-2317,2026-06-19 07:30:52,/home,113.57.3.143,Mobile-Android,731
LOG-0000603,SES-669810,USR-0414,2026-06-06 19:01:48,/payment/success,189.74.8.46,Mobile-Android,102
LOG-0000604,SES-604322,USR-0025,2026-06-13 20:45:45,/home,206.45.5.186,Mobile-iOS,714
LOG-0000605,SES-409767,USR-2005,2026-06-02 00:47:24,/product/view,117.69.9.213,Desktop-Windows,751
LOG-0000606,SES-201222,USR-0316,2026-06-20 03:00:08,/payment/success,189.17.5.10,Desktop-Windows,1351
LOG-0000607,SES-329565,USR-0571,2026-06-03 05:54:28,/payment/success,137.97.0.219,Mobile-Android,1336
LOG-0000608,SES-217825,USR-0725,2026-06-07 06:30:33,/product/view,137.40.3.235,Mobile-iOS,1251
LOG-0000609,SES-891634,USR-1850,2026-06-08 14:42:19,/product/view,127.36.5.50,Desktop-Windows,987
LOG-0000610,SES-901045,USR-1300,2026-06-15 18:17:01,/payment/success,206.77.4.151,Desktop-Windows,1085
LOG-0000611,SES-401225,USR-1954,2026-06-23 05:59:14,/checkout,140.25.6.187,Mobile-iOS,677
LOG-0000612,SES-539976,USR-0389,2026-06-09 01:28:00,/product/view,128.28.1.24,Mobile-Android,789
LOG-0000613,SES-568894,USR-0444,2026-06-16 09:02:09,/cart/add,112.86.7.135,Mobile-Android,900
LOG-0000614,SES-441203,USR-0971,2026-06-12 05:31:57,/payment/success,159.25.8.13,Mobile-Android,1394
LOG-0000615,SES-359413,USR-2416,2026-06-30 16:19:33,/product/view,177.35.3.152,Desktop-Windows,1387
LOG-0000616,SES-794595,USR-1965,2026-06-16 11:51:27,/product/view,111.90.3.127,Mobile-Android,172
LOG-0000617,SES-545503,USR-2390,2026-06-24 18:09:52,/home,127.27.6.165,Mobile-Android,1463
LOG-0000618,SES-221445,USR-1829,2026-06-23 11:50:19,/home,141.38.0.226,Mobile-Android,978
LOG-0000619,SES-284753,USR-0304,2026-06-21 15:06:54,/home,152.14.1.245,Mobile-Android,73
LOG-0000620,SES-587310,USR-0764,2026-06-05 18:38:27,/payment/success,110.88.8.128,Mobile-iOS,61
LOG-0000621,SES-434397,USR-1974,2026-06-29 02:49:25,/cart/add,197.51.6.25,Mobile-Android,57
LOG-0000622,SES-792702,USR-0816,2026-06-28 15:05:17,/search,159.74.6.200,Mobile-Android,1049
LOG-0000623,SES-219051,USR-2160,2026-06-12 19:29:36,/checkout,170.77.0.3,Desktop-Windows,452
LOG-0000624,SES-464462,USR-0878,2026-06-08 22:21:45,/cart/add,216.33.3.211,Mobile-iOS,520
LOG-0000625,SES-830824,USR-0703,2026-06-14 00:51:50,/search,103.13.9.28,Mobile-iOS,189
LOG-0000626,SES-517426,USR-0944,2026-06-06 06:56:22,/checkout,142.63.1.141,Mobile-Android,874
LOG-0000627,SES-839056,USR-2327,2026-06-03 14:46:02,/cart/add,116.86.8.237,Desktop-Windows,1260
LOG-0000628,SES-234278,USR-2430,2026-06-29 21:45:37,/payment/success,101.41.6.86,Desktop-Windows,47
LOG-0000629,SES-911264,USR-2061,2026-06-24 05:16:49,/product/view,160.91.7.68,Desktop-Windows,1156
LOG-0000630,SES-607236,USR-0303,2026-06-17 07:09:25,/home,193.46.9.31,Mobile-iOS,701
LOG-0000631,SES-980930,USR-1580,2026-06-07 02:41:58,/payment/success,222.63.0.226,Mobile-iOS,261
LOG-0000632,SES-943811,USR-0160,2026-06-23 05:52:28,/cart/add,179.97.3.101,Mobile-Android,453
LOG-0000633,SES-612936,USR-2202,2026-06-14 23:23:25,/checkout,147.88.5.35,Desktop-Windows,933
LOG-0000634,SES-730255,USR-2229,2026-06-12 00:45:54,/checkout,213.17.1.80,Desktop-Windows,784
LOG-0000635,SES-532016,USR-1204,2026-06-12 13:29:42,/checkout,177.19.1.223,Desktop-Windows,866
LOG-0000636,SES-820604,USR-2425,2026-06-22 14:43:47,/cart/add,167.91.9.74,Mobile-iOS,923
LOG-0000637,SES-346268,USR-1192,2026-06-10 07:05:00,/checkout,113.79.4.58,Mobile-Android,268
LOG-0000638,SES-130369,USR-1174,2026-06-17 21:00:38,/checkout,129.60.8.123,Desktop-MacOS,1387
LOG-0000639,SES-405062,USR-2064,2026-06-13 10:12:52,/payment/success,143.13.9.36,Desktop-Windows,178
LOG-0000640,SES-380938,USR-1115,2026-06-04 15:04:16,/cart/add,196.62.3.44,Mobile-Android,652
LOG-0000641,SES-632139,USR-1144,2026-06-16 06:59:47,/home,204.30.3.156,Mobile-Android,1461
LOG-0000642,SES-325555,USR-1980,2026-06-15 22:20:28,/checkout,177.74.2.19,Mobile-Android,46
LOG-0000643,SES-992325,USR-0253,2026-06-20 23:09:03,/home,130.67.4.86,Mobile-Android,943
LOG-0000644,SES-920854,USR-1433,2026-06-21 12:13:35,/checkout,143.63.1.24,Mobile-Android,255
LOG-0000645,SES-528873,USR-2079,2026-06-16 12:03:42,/payment/success,132.14.4.34,Desktop-Windows,681
LOG-0000646,SES-163756,USR-0731,2026-06-08 03:50:57,/home,166.78.6.241,Mobile-Android,289
LOG-0000647,SES-689569,USR-2337,2026-06-04 15:48:16,/checkout,195.15.5.162,Desktop-MacOS,703
LOG-0000648,SES-909289,USR-0498,2026-06-12 07:33:59,/home,102.53.3.127,Mobile-Android,203
LOG-0000649,SES-438891,USR-1429,2026-06-25 07:47:54,/home,219.60.6.112,Desktop-MacOS,234
LOG-0000650,SES-374312,USR-0548,2026-06-23 05:31:35,/search,223.15.8.178,Mobile-Android,444
LOG-0000651,SES-807777,USR-0961,2026-06-18 02:18:31,/product/view,112.24.2.110,Mobile-iOS,1206
LOG-0000652,SES-433046,USR-0132,2026-06-26 15:28:48,/checkout,199.12.0.242,Mobile-iOS,1156
LOG-0000653,SES-531204,USR-1348,2026-06-27 03:24:57,/payment/success,124.17.8.227,Desktop-Windows,821
LOG-0000654,SES-510389,USR-0858,2026-06-13 22:12:21,/payment/success,126.56.6.102,Mobile-Android,1118
LOG-0000655,SES-948330,USR-1156,2026-06-07 06:28:49,/checkout,213.87.1.210,Mobile-iOS,1170
LOG-0000656,SES-563419,USR-2033,2026-06-25 15:04:28,/cart/add,211.13.6.40,Mobile-Android,1209
LOG-0000657,SES-545853,USR-0521,2026-06-19 22:10:39,/cart/add,187.68.1.83,Desktop-Windows,1135
LOG-0000658,SES-518045,USR-0030,2026-06-16 03:56:25,/payment/success,220.37.1.244,Desktop-Windows,547
LOG-0000659,SES-373363,USR-2052,2026-06-01 05:02:59,/payment/success,122.37.4.230,Mobile-iOS,1120
LOG-0000660,SES-157287,USR-0509,2026-06-26 11:11:45,/home,143.55.0.210,Mobile-Android,1291
LOG-0000661,SES-381351,USR-1261,2026-06-18 15:05:55,/product/view,155.75.8.47,Mobile-iOS,1008
LOG-0000662,SES-609089,USR-1559,2026-06-22 03:27:19,/payment/success,155.83.1.125,Desktop-MacOS,1039
LOG-0000663,SES-863559,USR-0016,2026-06-07 22:27:35,/cart/add,180.72.6.196,Desktop-Windows,1379
LOG-0000664,SES-329583,USR-0997,2026-06-11 06:54:46,/cart/add,171.92.2.160,Desktop-MacOS,619
LOG-0000665,SES-456349,USR-1608,2026-06-21 18:00:03,/checkout,126.77.4.75,Desktop-Windows,96
LOG-0000666,SES-767173,USR-1840,2026-06-21 04:12:54,/checkout,195.15.1.62,Mobile-Android,1229
LOG-0000667,SES-958285,USR-2017,2026-06-25 19:19:37,/home,138.80.0.204,Mobile-iOS,713
LOG-0000668,SES-147844,USR-1254,2026-06-17 23:02:35,/cart/add,167.67.3.88,Mobile-iOS,1308
LOG-0000669,SES-423496,USR-1744,2026-06-22 06:45:20,/payment/success,138.40.7.221,Mobile-Android,92
LOG-0000670,SES-569380,USR-2311,2026-06-04 13:27:13,/payment/success,185.80.8.35,Mobile-Android,843
LOG-0000671,SES-529718,USR-1089,2026-06-25 15:36:56,/cart/add,152.15.3.60,Desktop-MacOS,432
LOG-0000672,SES-332060,USR-2313,2026-06-22 00:05:35,/payment/success,182.57.9.186,Desktop-MacOS,221
LOG-0000673,SES-700315,USR-1362,2026-06-02 15:51:32,/home,115.16.1.171,Mobile-Android,1382
LOG-0000674,SES-274624,USR-0378,2026-06-18 12:11:49,/search,147.67.0.156,Mobile-iOS,100
LOG-0000675,SES-662050,USR-1199,2026-06-03 14:40:48,/checkout,205.16.8.95,Desktop-MacOS,907
LOG-0000676,SES-316217,USR-0476,2026-06-30 22:57:59,/search,172.84.1.206,Desktop-MacOS,770
LOG-0000677,SES-917419,USR-1290,2026-06-07 23:35:18,/home,137.46.9.47,Desktop-Windows,975
LOG-0000678,SES-755660,USR-0329,2026-06-26 00:17:42,/payment/success,219.12.7.254,Desktop-Windows,1116
LOG-0000679,SES-215674,USR-1840,2026-06-09 17:04:08,/product/view,132.84.2.104,Desktop-Windows,1350
LOG-0000680,SES-743095,USR-1187,2026-06-21 18:33:49,/home,196.86.9.160,Mobile-Android,274
LOG-0000681,SES-740419,USR-0438,2026-06-16 19:37:19,/product/view,220.90.6.197,Mobile-iOS,548
LOG-0000682,SES-445698,USR-1391,2026-06-24 17:02:46,/cart/add,179.83.6.223,Mobile-iOS,422
LOG-0000683,SES-235492,USR-1774,2026-06-09 12:37:28,/home,199.94.4.213,Desktop-MacOS,801
LOG-0000684,SES-734347,USR-1223,2026-06-18 21:05:18,/payment/success,170.92.9.195,Mobile-Android,1230
LOG-0000685,SES-665987,USR-1524,2026-06-05 14:22:28,/cart/add,176.96.7.23,Desktop-Windows,1257
LOG-0000686,SES-120887,USR-2064,2026-06-29 18:40:49,/product/view,213.76.4.38,Mobile-iOS,940
LOG-0000687,SES-857311,USR-1845,2026-06-18 18:33:24,/product/view,168.56.9.99,Mobile-Android,1181
LOG-0000688,SES-122143,USR-1320,2026-06-06 18:28:35,/payment/success,181.82.3.38,Desktop-MacOS,1248
LOG-0000689,SES-941390,USR-0868,2026-06-11 20:34:15,/product/view,142.82.1.76,Desktop-Windows,1247
LOG-0000690,SES-497607,USR-1812,2026-06-24 19:49:51,/product/view,102.74.4.146,Mobile-iOS,213
LOG-0000691,SES-194636,USR-0984,2026-06-29 04:09:56,/search,179.34.2.228,Mobile-Android,276
LOG-0000692,SES-918343,USR-1263,2026-06-01 07:18:16,/product/view,124.23.2.215,Mobile-Android,353
LOG-0000693,SES-838963,USR-1325,2026-06-24 19:11:36,/cart/add,199.38.4.200,Desktop-MacOS,189
LOG-0000694,SES-449477,USR-2054,2026-06-20 02:20:37,/home,118.65.6.145,Desktop-MacOS,735
LOG-0000695,SES-469833,USR-1019,2026-06-30 16:57:41,/product/view,171.17.6.160,Mobile-iOS,651
LOG-0000696,SES-904092,USR-1790,2026-06-02 03:31:14,/cart/add,189.12.8.122,Mobile-Android,954
LOG-0000697,SES-903222,USR-0807,2026-06-07 01:18:56,/payment/success,119.60.1.118,Mobile-iOS,95
LOG-0000698,SES-679751,USR-1894,2026-06-18 00:01:47,/payment/success,197.63.0.165,Desktop-MacOS,959
LOG-0000699,SES-166547,USR-1410,2026-06-16 14:03:26,/product/view,156.32.3.80,Desktop-Windows,283
LOG-0000700,SES-786745,USR-1319,2026-06-24 08:22:44,/search,171.39.8.156,Mobile-Android,312
LOG-0000701,SES-151605,USR-1142,2026-06-01 23:01:50,/search,128.51.9.233,Desktop-MacOS,1113
LOG-0000702,SES-643842,USR-0405,2026-06-15 05:31:50,/checkout,146.93.3.231,Mobile-Android,147
LOG-0000703,SES-320686,USR-1787,2026-06-29 16:24:48,/checkout,221.76.2.169,Desktop-MacOS,452
LOG-0000704,SES-479687,USR-0594,2026-06-06 22:34:31,/payment/success,214.81.0.215,Desktop-Windows,585
LOG-0000705,SES-661483,USR-0012,2026-06-06 20:17:22,/product/view,204.46.0.230,Desktop-MacOS,65
LOG-0000706,SES-308079,USR-2213,2026-06-27 04:03:50,/payment/success,144.62.1.252,Desktop-Windows,560
LOG-0000707,SES-264618,USR-1318,2026-06-12 22:36:50,/cart/add,118.98.9.157,Mobile-Android,120
LOG-0000708,SES-978862,USR-1543,2026-06-02 18:55:25,/product/view,155.53.0.141,Desktop-MacOS,1354
LOG-0000709,SES-661720,USR-2126,2026-06-11 23:20:02,/search,202.28.6.152,Desktop-Windows,1270
LOG-0000710,SES-514739,USR-0614,2026-06-22 13:22:57,/cart/add,197.55.8.174,Desktop-MacOS,127
LOG-0000711,SES-852689,USR-1987,2026-06-30 12:06:21,/home,118.65.4.24,Mobile-iOS,560
LOG-0000712,SES-340474,USR-0869,2026-06-08 10:04:35,/product/view,200.80.6.147,Mobile-Android,567
LOG-0000713,SES-404283,USR-0812,2026-06-24 14:28:29,/product/view,148.54.6.162,Mobile-iOS,1081
LOG-0000714,SES-940208,USR-1823,2026-06-21 06:05:22,/checkout,109.37.0.144,Desktop-MacOS,1377
LOG-0000715,SES-269244,USR-0767,2026-06-29 11:50:51,/checkout,161.64.1.173,Mobile-iOS,1276
LOG-0000716,SES-492041,USR-0082,2026-06-01 09:04:06,/payment/success,206.97.2.197,Desktop-MacOS,109
LOG-0000717,SES-447605,USR-1745,2026-06-14 00:25:02,/search,124.77.5.147,Mobile-Android,592
LOG-0000718,SES-533476,USR-2257,2026-06-16 02:09:53,/product/view,143.25.4.216,Mobile-iOS,643
LOG-0000719,SES-326088,USR-0522,2026-06-05 10:46:22,/product/view,124.44.6.139,Mobile-iOS,205
LOG-0000720,SES-679811,USR-1328,2026-06-07 20:42:27,/home,119.40.9.204,Mobile-Android,551
LOG-0000721,SES-868956,USR-0994,2026-06-08 09:40:29,/payment/success,198.49.8.70,Desktop-Windows,452
LOG-0000722,SES-360784,USR-1526,2026-06-14 00:24:03,/home,180.15.0.214,Desktop-Windows,1153
LOG-0000723,SES-114303,USR-1470,2026-06-08 21:44:58,/payment/success,222.31.7.193,Mobile-Android,1456
LOG-0000724,SES-137827,USR-1514,2026-06-01 02:44:39,/cart/add,128.10.0.171,Desktop-Windows,605
LOG-0000725,SES-986552,USR-0781,2026-06-02 13:56:55,/product/view,209.75.6.154,Mobile-iOS,1433
LOG-0000726,SES-121001,USR-1452,2026-06-08 08:49:32,/checkout,150.59.1.15,Mobile-Android,560
LOG-0000727,SES-891802,USR-0559,2026-06-27 08:15:48,/cart/add,114.59.8.52,Mobile-Android,361
LOG-0000728,SES-652133,USR-2139,2026-06-18 04:15:40,/payment/success,109.20.3.209,Mobile-iOS,1371
LOG-0000729,SES-207500,USR-2038,2026-06-29 06:43:33,/search,178.52.0.13,Mobile-iOS,682
LOG-0000730,SES-625860,USR-1754,2026-06-12 01:03:03,/cart/add,221.18.6.136,Desktop-Windows,769
LOG-0000731,SES-517267,USR-0860,2026-06-03 10:23:10,/search,107.88.4.21,Mobile-Android,1142
LOG-0000732,SES-929783,USR-1613,2026-06-19 17:05:52,/product/view,137.90.9.19,Desktop-Windows,540
LOG-0000733,SES-608454,USR-0556,2026-06-10 10:51:48,/payment/success,209.51.0.117,Desktop-Windows,71
LOG-0000734,SES-144339,USR-0156,2026-06-07 02:58:07,/cart/add,152.32.8.51,Mobile-iOS,914
LOG-0000735,SES-264569,USR-2050,2026-06-06 14:24:03,/product/view,211.84.7.165,Desktop-Windows,1442
LOG-0000736,SES-396841,USR-1381,2026-06-09 16:05:30,/product/view,152.90.2.13,Mobile-iOS,110
LOG-0000737,SES-416110,USR-0825,2026-06-17 11:20:49,/cart/add,193.57.3.164,Desktop-Windows,431
LOG-0000738,SES-125422,USR-1593,2026-06-26 07:34:53,/product/view,135.44.0.230,Mobile-Android,136
LOG-0000739,SES-341177,USR-1082,2026-06-12 07:41:02,/search,163.66.7.154,Mobile-Android,1164
LOG-0000740,SES-762233,USR-1204,2026-06-14 16:49:19,/search,136.60.2.15,Mobile-iOS,1330
LOG-0000741,SES-909932,USR-0493,2026-06-17 23:21:18,/product/view,191.67.2.186,Mobile-iOS,1267
LOG-0000742,SES-821493,USR-0669,2026-06-27 15:06:15,/home,151.62.2.153,Desktop-Windows,535
LOG-0000743,SES-359322,USR-0075,2026-06-05 23:00:10,/home,117.54.0.143,Mobile-Android,1174
LOG-0000744,SES-135418,USR-0371,2026-06-09 23:07:06,/search,202.21.7.186,Mobile-iOS,1187
LOG-0000745,SES-385693,USR-0587,2026-06-30 10:38:04,/checkout,180.70.6.237,Desktop-MacOS,749
LOG-0000746,SES-886343,USR-0329,2026-06-30 20:24:58,/product/view,106.30.9.180,Desktop-MacOS,1424
LOG-0000747,SES-229648,USR-0590,2026-06-07 13:53:12,/checkout,219.87.1.197,Desktop-MacOS,286
LOG-0000748,SES-952487,USR-1791,2026-06-13 13:51:46,/payment/success,199.43.0.102,Mobile-Android,983
LOG-0000749,SES-922139,USR-0777,2026-06-06 08:44:05,/payment/success,219.77.8.68,Desktop-Windows,1233
LOG-0000750,SES-496211,USR-2023,2026-06-29 13:09:50,/checkout,108.34.3.52,Desktop-MacOS,962
LOG-0000751,SES-787106,USR-2352,2026-06-10 10:46:26,/product/view,158.39.1.240,Mobile-Android,1101
LOG-0000752,SES-520217,USR-0579,2026-06-26 22:53:22,/checkout,116.50.5.184,Desktop-Windows,926
LOG-0000753,SES-237566,USR-0221,2026-06-12 21:07:17,/checkout,219.31.3.89,Desktop-Windows,48
LOG-0000754,SES-958045,USR-1188,2026-06-03 02:37:15,/search,217.61.1.120,Mobile-Android,1099
LOG-0000755,SES-876497,USR-1504,2026-06-23 18:58:44,/cart/add,169.20.7.3,Mobile-Android,480
LOG-0000756,SES-383114,USR-2423,2026-06-07 19:10:53,/checkout,126.31.1.21,Mobile-iOS,927
LOG-0000757,SES-189041,USR-1708,2026-06-05 16:24:56,/payment/success,177.30.0.98,Mobile-Android,1109
LOG-0000758,SES-180244,USR-1746,2026-06-30 07:57:22,/home,114.38.6.61,Desktop-Windows,770
LOG-0000759,SES-177479,USR-0188,2026-06-05 15:03:02,/search,205.75.5.34,Desktop-Windows,1145
LOG-0000760,SES-629016,USR-1215,2026-06-05 00:30:55,/home,159.73.8.147,Mobile-iOS,111
LOG-0000761,SES-857190,USR-1110,2026-06-18 20:58:29,/home,144.58.1.49,Mobile-Android,766
LOG-0000762,SES-837661,USR-0844,2026-06-19 19:40:13,/payment/success,127.67.1.229,Mobile-iOS,108
LOG-0000763,SES-899419,USR-0531,2026-06-17 21:53:35,/checkout,185.79.4.79,Desktop-Windows,312
LOG-0000764,SES-868227,USR-1071,2026-06-20 06:06:14,/payment/success,133.85.0.186,Desktop-MacOS,1364
LOG-0000765,SES-535557,USR-0963,2026-06-02 01:36:39,/cart/add,223.31.9.83,Desktop-MacOS,1026
LOG-0000766,SES-121133,USR-1170,2026-06-09 07:17:43,/product/view,106.28.6.76,Mobile-iOS,189
LOG-0000767,SES-115457,USR-1406,2026-06-06 20:32:30,/search,165.15.1.111,Desktop-MacOS,1369
LOG-0000768,SES-878727,USR-0517,2026-06-15 08:35:05,/payment/success,135.46.0.61,Desktop-MacOS,1209
LOG-0000769,SES-970581,USR-1889,2026-06-17 00:32:38,/product/view,157.36.4.213,Desktop-MacOS,917
LOG-0000770,SES-668011,USR-2474,2026-06-04 20:59:56,/checkout,113.60.7.137,Mobile-Android,497
LOG-0000771,SES-734254,USR-1492,2026-06-19 08:30:01,/product/view,113.28.7.190,Mobile-Android,882
LOG-0000772,SES-259223,USR-1118,2026-06-11 16:04:47,/cart/add,201.73.8.44,Mobile-Android,491
LOG-0000773,SES-200198,USR-0133,2026-06-11 02:18:08,/search,217.33.1.4,Mobile-Android,883
LOG-0000774,SES-871619,USR-0314,2026-06-06 21:33:23,/cart/add,206.30.1.225,Desktop-MacOS,146
LOG-0000775,SES-716767,USR-0591,2026-06-20 21:24:31,/home,162.85.8.212,Desktop-Windows,393
LOG-0000776,SES-931122,USR-1544,2026-06-12 17:19:13,/payment/success,123.23.3.67,Mobile-iOS,495
LOG-0000777,SES-510123,USR-2207,2026-06-17 02:52:55,/product/view,166.63.2.147,Desktop-Windows,213
LOG-0000778,SES-303721,USR-1886,2026-06-30 14:32:09,/checkout,169.53.7.201,Mobile-iOS,689
LOG-0000779,SES-971861,USR-1627,2026-06-23 05:27:43,/checkout,193.97.9.113,Mobile-Android,1219
LOG-0000780,SES-735113,USR-0748,2026-06-28 17:57:11,/home,129.64.3.224,Desktop-Windows,104
LOG-0000781,SES-427354,USR-1498,2026-06-16 12:20:16,/product/view,205.79.3.225,Desktop-MacOS,855
LOG-0000782,SES-922892,USR-0801,2026-06-02 13:27:25,/search,114.75.2.140,Desktop-Windows,1325
LOG-0000783,SES-439452,USR-2458,2026-06-13 10:12:12,/cart/add,187.50.6.8,Desktop-MacOS,532
LOG-0000784,SES-545804,USR-1498,2026-06-22 10:07:07,/home,143.39.9.193,Desktop-Windows,824
LOG-0000785,SES-637243,USR-1380,2026-06-04 01:14:32,/search,157.12.7.202,Mobile-iOS,616
LOG-0000786,SES-879598,USR-0680,2026-06-29 18:51:17,/checkout,189.85.8.185,Desktop-Windows,685
LOG-0000787,SES-124570,USR-2162,2026-06-26 06:34:03,/search,181.64.6.175,Desktop-Windows,1396
LOG-0000788,SES-416831,USR-0897,2026-06-13 15:39:24,/payment/success,218.25.7.123,Mobile-Android,729
LOG-0000789,SES-387361,USR-1547,2026-06-03 08:00:57,/product/view,189.17.6.221,Mobile-Android,664
LOG-0000790,SES-581197,USR-1794,2026-06-14 06:48:48,/home,220.73.3.231,Desktop-Windows,873
LOG-0000791,SES-312511,USR-2113,2026-06-10 05:15:51,/cart/add,151.76.2.221,Desktop-MacOS,1304
LOG-0000792,SES-204521,USR-0684,2026-06-21 09:00:39,/search,201.11.5.196,Desktop-MacOS,864
LOG-0000793,SES-377107,USR-1296,2026-06-02 12:19:35,/payment/success,100.58.8.37,Mobile-Android,1183
LOG-0000794,SES-787919,USR-1686,2026-06-28 20:02:54,/search,110.94.2.47,Desktop-MacOS,793
LOG-0000795,SES-704190,USR-1386,2026-06-03 14:53:26,/search,128.90.5.84,Mobile-Android,387
LOG-0000796,SES-594299,USR-2194,2026-06-02 13:42:33,/search,186.30.1.254,Mobile-iOS,721
LOG-0000797,SES-494873,USR-0943,2026-06-03 15:44:49,/cart/add,150.96.5.4,Desktop-Windows,1461
LOG-0000798,SES-405385,USR-1310,2026-06-17 20:18:02,/payment/success,199.52.8.254,Desktop-MacOS,651
LOG-0000799,SES-550399,USR-1034,2026-06-10 09:39:04,/search,157.23.4.104,Desktop-MacOS,511
LOG-0000800,SES-197582,USR-2234,2026-06-21 04:47:14,/search,172.29.1.134,Mobile-Android,1009
LOG-0000801,SES-333049,USR-1621,2026-06-17 21:41:01,/home,183.32.1.252,Mobile-Android,1131
LOG-0000802,SES-526068,USR-0809,2026-06-10 13:13:37,/product/view,173.27.5.146,Desktop-Windows,1007
LOG-0000803,SES-688247,USR-0171,2026-06-20 08:57:00,/search,150.68.9.245,Desktop-Windows,1374
LOG-0000804,SES-392089,USR-2261,2026-06-03 06:01:39,/home,105.81.9.137,Mobile-Android,319
LOG-0000805,SES-606828,USR-1554,2026-06-15 08:54:09,/checkout,198.97.4.61,Desktop-Windows,1350
LOG-0000806,SES-398239,USR-1596,2026-06-05 09:52:30,/cart/add,155.89.9.139,Desktop-Windows,781
LOG-0000807,SES-837022,USR-1624,2026-06-28 10:22:08,/cart/add,136.79.0.244,Mobile-iOS,52
LOG-0000808,SES-659104,USR-0027,2026-06-18 08:46:32,/cart/add,120.26.0.218,Desktop-MacOS,835
LOG-0000809,SES-631201,USR-1014,2026-06-21 09:59:58,/checkout,142.14.9.178,Mobile-Android,201
LOG-0000810,SES-356496,USR-1092,2026-06-29 01:32:04,/checkout,193.39.8.111,Mobile-Android,864
LOG-0000811,SES-500984,USR-0408,2026-06-11 02:34:35,/checkout,192.86.4.130,Mobile-Android,347
LOG-0000812,SES-118048,USR-1133,2026-06-11 21:05:44,/search,137.92.2.77,Mobile-Android,937
LOG-0000813,SES-621178,USR-0074,2026-06-25 15:35:08,/cart/add,212.87.5.217,Desktop-Windows,827
LOG-0000814,SES-862899,USR-0680,2026-06-03 13:35:46,/search,194.88.8.142,Mobile-iOS,1020
LOG-0000815,SES-512766,USR-1392,2026-06-25 08:21:55,/checkout,180.18.1.73,Mobile-iOS,884
LOG-0000816,SES-490843,USR-0849,2026-06-03 10:36:35,/checkout,144.67.8.130,Mobile-Android,1246
LOG-0000817,SES-899749,USR-0870,2026-06-09 03:03:41,/cart/add,158.14.7.24,Desktop-Windows,710
LOG-0000818,SES-673132,USR-0237,2026-06-18 19:17:32,/payment/success,145.32.3.230,Desktop-MacOS,945
LOG-0000819,SES-849290,USR-2426,2026-06-05 21:23:38,/checkout,169.61.7.100,Mobile-Android,1171
LOG-0000820,SES-213565,USR-0906,2026-06-28 08:34:08,/cart/add,161.35.8.197,Desktop-Windows,1059
LOG-0000821,SES-574239,USR-2424,2026-06-04 00:52:08,/payment/success,184.33.0.240,Desktop-MacOS,872
LOG-0000822,SES-334944,USR-0619,2026-06-11 17:44:48,/product/view,178.67.4.98,Mobile-Android,512
LOG-0000823,SES-705950,USR-1033,2026-06-16 08:03:59,/payment/success,199.19.9.17,Desktop-MacOS,161
LOG-0000824,SES-126101,USR-2244,2026-06-02 18:05:21,/product/view,192.90.7.127,Mobile-Android,1146
LOG-0000825,SES-516650,USR-1314,2026-06-04 16:27:57,/product/view,178.78.7.99,Desktop-Windows,890
LOG-0000826,SES-908667,USR-0847,2026-06-22 17:10:13,/cart/add,169.29.9.148,Mobile-Android,323
LOG-0000827,SES-343390,USR-1924,2026-06-30 11:29:06,/product/view,217.65.8.128,Mobile-iOS,670
LOG-0000828,SES-568802,USR-0634,2026-06-02 08:26:15,/product/view,191.29.2.82,Mobile-iOS,1029
LOG-0000829,SES-487786,USR-1018,2026-06-25 15:48:40,/search,166.83.3.127,Mobile-Android,421
LOG-0000830,SES-599967,USR-0008,2026-06-12 20:20:12,/product/view,195.14.8.82,Mobile-Android,278
LOG-0000831,SES-690509,USR-1393,2026-06-09 21:01:53,/checkout,187.77.0.103,Mobile-Android,732
LOG-0000832,SES-214240,USR-1069,2026-06-14 08:06:57,/product/view,182.33.3.95,Desktop-Windows,1470
LOG-0000833,SES-774044,USR-2392,2026-06-24 08:37:45,/home,106.99.4.227,Mobile-iOS,1196
LOG-0000834,SES-425698,USR-1781,2026-06-06 16:20:46,/payment/success,103.94.5.194,Desktop-Windows,1290
LOG-0000835,SES-448583,USR-1643,2026-06-29 15:47:20,/search,149.58.9.85,Mobile-Android,316
LOG-0000836,SES-250755,USR-1217,2026-06-27 17:14:05,/product/view,187.68.9.10,Mobile-iOS,306
LOG-0000837,SES-949011,USR-0849,2026-06-01 02:25:24,/payment/success,103.96.1.43,Mobile-iOS,416
LOG-0000838,SES-760512,USR-1381,2026-06-17 17:54:36,/search,135.79.2.200,Desktop-MacOS,1435
LOG-0000839,SES-187697,USR-0062,2026-06-21 02:59:06,/checkout,195.53.5.69,Desktop-MacOS,479
LOG-0000840,SES-200022,USR-1086,2026-06-12 13:43:01,/checkout,132.33.8.101,Mobile-Android,320
LOG-0000841,SES-688130,USR-2470,2026-06-11 01:18:49,/search,158.85.6.51,Desktop-MacOS,1222
