product_id,nama_produk,kategori,harga_modal_idr,harga_jual_idr,is_active
PROD-0433,Product Premium Type-433,Beauty & Health,1228920,1555236,True
PROD-0434,Product Premium Type-434,Books,3133591,4407213,True
PROD-0435,Product Premium Type-435,Apparel,3635954,5220228,True
PROD-0436,Product Premium Type-436,Books,772852,1093639,True
PROD-0437,Product Premium Type-437,Apparel,1181618,1454791,True
PROD-0438,Product Premium Type-438,Beauty & Health,5321990,6430288,True
PROD-0439,Product Premium Type-439,Beauty & Health,3936147,5086802,True
PROD-0440,Product Premium Type-440,Books,7079917,8157482,True
PROD-0441,Product Premium Type-441,Home & Living,6344784,7345628,True
PROD-0442,Product Premium Type-442,Apparel,6953655,9150920,True
PROD-0443,Product Premium Type-443,Books,1132810,1479602,True
PROD-0444,Product Premium Type-444,Electronics,837283,1212699,True
PROD-0445,Product Premium Type-445,Books,2939863,3558858,True
PROD-0446,Product Premium Type-446,Apparel,1846367,2266288,False
PROD-0447,Product Premium Type-447,Books,3397863,4023281,True
PROD-0448,Product Premium Type-448,Apparel,2924033,4167515,True
PROD-0449,Product Premium Type-449,Apparel,4557669,6304821,True
PROD-0450,Product Premium Type-450,Apparel,5094816,7115938,True
PROD-0451,Product Premium Type-451,Automotive,1603315,2278036,True
PROD-0452,Product Premium Type-452,Books,7452210,9743540,True
PROD-0453,Product Premium Type-453,Beauty & Health,6248448,8031492,True
PROD-0454,Product Premium Type-454,Apparel,6118073,7642191,True
PROD-0455,Product Premium Type-455,Beauty & Health,1374590,1823757,True
PROD-0456,Product Premium Type-456,Home & Living,3529438,4539857,True
PROD-0457,Product Premium Type-457,Electronics,4605197,5919841,True
PROD-0458,Product Premium Type-458,Home & Living,5391645,7715866,True
PROD-0459,Product Premium Type-459,Apparel,5654905,8172522,True
PROD-0460,Product Premium Type-460,Apparel,3070529,4264796,True
PROD-0461,Product Premium Type-461,Books,2250541,3099056,True
PROD-0462,Product Premium Type-462,Beauty & Health,2836139,3840607,True
PROD-0463,Product Premium Type-463,Automotive,5465107,6557158,True
PROD-0464,Product Premium Type-464,Apparel,6808858,7950919,True
PROD-0465,Product Premium Type-465,Electronics,7128260,9674602,True
PROD-0466,Product Premium Type-466,Apparel,7106530,9726251,True
PROD-0467,Product Premium Type-467,Electronics,6576676,7655855,True
PROD-0468,Product Premium Type-468,Books,1494793,2135185,True
PROD-0469,Product Premium Type-469,Apparel,4515512,5316302,True
PROD-0470,Product Premium Type-470,Books,4969490,6141147,False
PROD-0471,Product Premium Type-471,Beauty & Health,2922706,3950671,True
PROD-0472,Product Premium Type-472,Books,7433463,8927304,True
PROD-0473,Product Premium Type-473,Electronics,3226473,3764083,False
PROD-0474,Product Premium Type-474,Beauty & Health,1123657,1403834,True
PROD-0475,Product Premium Type-475,Automotive,6256286,8632370,True
PROD-0476,Product Premium Type-476,Apparel,951215,1211946,True
PROD-0477,Product Premium Type-477,Beauty & Health,6532660,8792254,True
PROD-0478,Product Premium Type-478,Electronics,3058449,4049036,True
PROD-0479,Product Premium Type-479,Automotive,1474991,1706071,True
PROD-0480,Product Premium Type-480,Electronics,6916997,10005864,True
PROD-0481,Product Premium Type-481,Books,6614791,7689221,True
PROD-0482,Product Premium Type-482,Books,6064523,8734980,True
PROD-0483,Product Premium Type-483,Electronics,5378966,7073121,True
PROD-0484,Product Premium Type-484,Electronics,6772741,9745620,True
PROD-0485,Product Premium Type-485,Electronics,5193554,6151380,True
PROD-0486,Product Premium Type-486,Beauty & Health,2536910,3290683,True
PROD-0487,Product Premium Type-487,Electronics,449528,539816,True
PROD-0488,Product Premium Type-488,Apparel,2560610,2983859,True
PROD-0489,Product Premium Type-489,Apparel,5107707,6820110,True
PROD-0490,Product Premium Type-490,Electronics,2740223,3322068,True
PROD-0491,Product Premium Type-491,Home & Living,637181,845098,True
PROD-0492,Product Premium Type-492,Apparel,7289348,8628469,True
PROD-0493,Product Premium Type-493,Beauty & Health,3670525,4586673,True
PROD-0494,Product Premium Type-494,Automotive,6475219,8964874,True
PROD-0495,Product Premium Type-495,Electronics,1675824,2146924,True
PROD-0496,Product Premium Type-496,Electronics,6138700,8215567,True
PROD-0497,Product Premium Type-497,Electronics,5290481,7111662,True
PROD-0498,Product Premium Type-498,Automotive,5255115,7373591,True
PROD-0499,Product Premium Type-499,Beauty & Health,6727692,8392639,True
PROD-0500,Product Premium Type-500,Home & Living,164227,222722,True
PROD-0501,Product Premium Type-501,Beauty & Health,1798055,2586474,True
PROD-0502,Product Premium Type-502,Electronics,5217859,7143629,True
PROD-0503,Product Premium Type-503,Apparel,717137,930098,True
PROD-0504,Product Premium Type-504,Apparel,306854,410943,True
PROD-0505,Product Premium Type-505,Books,6687314,9174358,True
PROD-0506,Product Premium Type-506,Automotive,4899196,6533973,False
PROD-0507,Product Premium Type-507,Books,5920895,6838649,True
PROD-0508,Product Premium Type-508,Apparel,6203985,7497094,True
PROD-0509,Product Premium Type-509,Home & Living,5855395,8157387,False
PROD-0510,Product Premium Type-510,Home & Living,685327,844182,True
PROD-0511,Product Premium Type-511,Books,1682153,2303655,True
PROD-0512,Product Premium Type-512,Apparel,4370398,5513851,False
PROD-0513,Product Premium Type-513,Apparel,1510255,1973246,True
PROD-0514,Product Premium Type-514,Electronics,7046487,8247151,True
PROD-0515,Product Premium Type-515,Automotive,7108610,8561380,False
PROD-0516,Product Premium Type-516,Beauty & Health,4181004,6008767,True
PROD-0517,Product Premium Type-517,Home & Living,7183938,10179937,True
PROD-0518,Product Premium Type-518,Beauty & Health,1831684,2464865,True
PROD-0519,Product Premium Type-519,Automotive,1834858,2363101,True
PROD-0520,Product Premium Type-520,Electronics,504083,681887,True
PROD-0521,Product Premium Type-521,Electronics,1419316,1895614,True
PROD-0522,Product Premium Type-522,Electronics,1926740,2544386,False
PROD-0523,Product Premium Type-523,Electronics,5673393,6625122,False
PROD-0524,Product Premium Type-524,Automotive,4287627,5744737,True
PROD-0525,Product Premium Type-525,Home & Living,6309725,8711685,True
PROD-0526,Product Premium Type-526,Electronics,5832863,8447295,True
PROD-0527,Product Premium Type-527,Automotive,6734914,7767535,False
PROD-0528,Product Premium Type-528,Books,7420873,10159561,True
PROD-0529,Product Premium Type-529,Apparel,4609946,6092213,True
PROD-0530,Product Premium Type-530,Electronics,2320936,2971298,True
PROD-0531,Product Premium Type-531,Apparel,4326400,5140935,True
PROD-0532,Product Premium Type-532,Electronics,5360644,6822628,True
PROD-0533,Product Premium Type-533,Apparel,4666094,5862075,True
PROD-0534,Product Premium Type-534,Books,2732184,3390227,True
PROD-0535,Product Premium Type-535,Books,2937066,4021618,True
PROD-0536,Product Premium Type-536,Apparel,3795771,5163074,True
PROD-0537,Product Premium Type-537,Home & Living,1565724,2077255,True
PROD-0538,Product Premium Type-538,Beauty & Health,5900293,8446856,True
PROD-0539,Product Premium Type-539,Home & Living,1990730,2498279,True
PROD-0540,Product Premium Type-540,Apparel,4587530,5611194,True
PROD-0541,Product Premium Type-541,Beauty & Health,7368728,9923989,True
PROD-0542,Product Premium Type-542,Books,4345614,5256646,True
PROD-0543,Product Premium Type-543,Beauty & Health,4108290,5112779,True
PROD-0544,Product Premium Type-544,Beauty & Health,700673,852985,True
PROD-0545,Product Premium Type-545,Electronics,7122037,8338096,True
PROD-0546,Product Premium Type-546,Books,4087224,5714959,True
PROD-0547,Product Premium Type-547,Apparel,1913529,2346679,True
PROD-0548,Product Premium Type-548,Electronics,1119316,1446053,True
PROD-0549,Product Premium Type-549,Apparel,4325915,5031015,True
PROD-0550,Product Premium Type-550,Electronics,6714628,9130563,True
PROD-0551,Product Premium Type-551,Home & Living,6785403,8476110,True
PROD-0552,Product Premium Type-552,Home & Living,6792284,9328665,True
PROD-0553,Product Premium Type-553,Electronics,4992514,6359069,True
PROD-0554,Product Premium Type-554,Automotive,6645241,8032280,True
PROD-0555,Product Premium Type-555,Home & Living,1661675,2166745,False
PROD-0556,Product Premium Type-556,Electronics,6761832,8040841,True
PROD-0557,Product Premium Type-557,Home & Living,731673,938123,True
PROD-0558,Product Premium Type-558,Electronics,826849,1029585,True
PROD-0559,Product Premium Type-559,Electronics,1753665,2496496,True
PROD-0560,Product Premium Type-560,Automotive,1186068,1385657,True
PROD-0561,Product Premium Type-561,Apparel,7395131,10044105,True
PROD-0562,Product Premium Type-562,Apparel,1060891,1278188,True
PROD-0563,Product Premium Type-563,Books,778494,969780,True
PROD-0564,Product Premium Type-564,Automotive,448177,571270,True
PROD-0565,Product Premium Type-565,Home & Living,667762,949827,True
PROD-0566,Product Premium Type-566,Automotive,792876,969507,True
PROD-0567,Product Premium Type-567,Apparel,3729697,4391317,True
PROD-0568,Product Premium Type-568,Beauty & Health,5359208,6675466,True
PROD-0569,Product Premium Type-569,Books,6010680,7101034,True
PROD-0570,Product Premium Type-570,Apparel,7298749,8675139,True
PROD-0571,Product Premium Type-571,Beauty & Health,6621961,8755260,True
PROD-0572,Product Premium Type-572,Beauty & Health,5302420,6194661,True
PROD-0573,Product Premium Type-573,Home & Living,1231184,1427286,True
PROD-0574,Product Premium Type-574,Automotive,5352580,7302654,True
PROD-0575,Product Premium Type-575,Home & Living,7297003,9183235,True
PROD-0576,Product Premium Type-576,Home & Living,6657132,7906093,True
PROD-0577,Product Premium Type-577,Electronics,1785511,2189186,False
PROD-0578,Product Premium Type-578,Home & Living,4609074,6188262,True
PROD-0579,Product Premium Type-579,Books,3566815,4396673,False
PROD-0580,Product Premium Type-580,Beauty & Health,71002,92185,True
PROD-0581,Product Premium Type-581,Home & Living,7414844,8797776,True
PROD-0582,Product Premium Type-582,Home & Living,4635146,6148187,True
PROD-0583,Product Premium Type-583,Beauty & Health,740339,921591,True
PROD-0584,Product Premium Type-584,Electronics,4164289,5572195,True
PROD-0585,Product Premium Type-585,Electronics,5376826,7487329,True
PROD-0586,Product Premium Type-586,Apparel,5334548,7113587,True
PROD-0587,Product Premium Type-587,Beauty & Health,6415459,7946984,True
PROD-0588,Product Premium Type-588,Apparel,1809006,2219149,True
PROD-0589,Product Premium Type-589,Home & Living,6536918,8159552,True
PROD-0590,Product Premium Type-590,Apparel,6097310,7313029,True
PROD-0591,Product Premium Type-591,Books,4938478,5947663,True
PROD-0592,Product Premium Type-592,Books,653889,907079,True
PROD-0593,Product Premium Type-593,Beauty & Health,2392108,3027020,True
PROD-0594,Product Premium Type-594,Books,6378300,8169317,True
PROD-0595,Product Premium Type-595,Electronics,5993333,7960433,True
PROD-0596,Product Premium Type-596,Electronics,4614699,6123225,False
PROD-0597,Product Premium Type-597,Automotive,3869886,4528591,False
PROD-0598,Product Premium Type-598,Books,7439633,10411485,True
PROD-0599,Product Premium Type-599,Beauty & Health,950779,1143975,True
PROD-0600,Product Premium Type-600,Home & Living,6235958,8524065,True
PROD-0601,Product Premium Type-601,Apparel,6626457,9156446,True
PROD-0602,Product Premium Type-602,Electronics,6704155,9147617,True
PROD-0603,Product Premium Type-603,Home & Living,5762580,7627888,True
PROD-0604,Product Premium Type-604,Apparel,5550724,6407659,False
PROD-0605,Product Premium Type-605,Apparel,6050095,7611701,True
PROD-0606,Product Premium Type-606,Books,2554832,3401635,True
PROD-0607,Product Premium Type-607,Home & Living,3344151,4234482,True
PROD-0608,Product Premium Type-608,Home & Living,6409786,9031670,True
PROD-0609,Product Premium Type-609,Books,250391,311146,True
PROD-0610,Product Premium Type-610,Books,6530062,8084611,True
PROD-0611,Product Premium Type-611,Books,6723541,8268606,True
PROD-0612,Product Premium Type-612,Beauty & Health,216387,270447,True
PROD-0613,Product Premium Type-613,Books,5509013,7256590,True
PROD-0614,Product Premium Type-614,Automotive,3657632,4982077,True
PROD-0615,Product Premium Type-615,Beauty & Health,4633474,6249492,True
PROD-0616,Product Premium Type-616,Home & Living,2809067,3911107,False
PROD-0617,Product Premium Type-617,Apparel,1399073,1980771,True
PROD-0618,Product Premium Type-618,Beauty & Health,5743286,8010871,True
PROD-0619,Product Premium Type-619,Apparel,2560394,2959005,True
PROD-0620,Product Premium Type-620,Books,4582220,6281194,True
PROD-0621,Product Premium Type-621,Books,4397352,5331876,True
PROD-0622,Product Premium Type-622,Automotive,5217386,6208054,True
PROD-0623,Product Premium Type-623,Books,5621526,7541539,True
PROD-0624,Product Premium Type-624,Automotive,1449663,1806168,True
PROD-0625,Product Premium Type-625,Automotive,2494146,2911005,True
PROD-0626,Product Premium Type-626,Books,3316070,3950397,True
PROD-0627,Product Premium Type-627,Automotive,711268,818156,True
PROD-0628,Product Premium Type-628,Automotive,826955,1175075,True
PROD-0629,Product Premium Type-629,Apparel,1136009,1314800,False
PROD-0630,Product Premium Type-630,Books,2038148,2471940,True
PROD-0631,Product Premium Type-631,Electronics,6860735,8746605,True
PROD-0632,Product Premium Type-632,Automotive,4492223,5646595,True
PROD-0633,Product Premium Type-633,Beauty & Health,1544593,2198755,False
PROD-0634,Product Premium Type-634,Books,2469291,2869530,True
PROD-0635,Product Premium Type-635,Automotive,5198058,6776523,True
PROD-0636,Product Premium Type-636,Automotive,172745,233921,True
PROD-0637,Product Premium Type-637,Beauty & Health,3817824,5457615,False
PROD-0638,Product Premium Type-638,Beauty & Health,1755992,2346200,True
PROD-0639,Product Premium Type-639,Apparel,162686,226316,True
PROD-0640,Product Premium Type-640,Beauty & Health,2092636,2459093,True
PROD-0641,Product Premium Type-641,Electronics,5275295,6677372,True
PROD-0642,Product Premium Type-642,Apparel,4176923,5272045,True
PROD-0643,Product Premium Type-643,Home & Living,6038206,8549414,True
PROD-0644,Product Premium Type-644,Electronics,5704980,6819797,True
PROD-0645,Product Premium Type-645,Apparel,2008044,2400748,True
PROD-0646,Product Premium Type-646,Electronics,5174534,6460754,True
PROD-0647,Product Premium Type-647,Home & Living,3949221,4606133,True
PROD-0648,Product Premium Type-648,Automotive,3339344,4023032,True
PROD-0649,Product Premium Type-649,Books,74976,107932,True
PROD-0650,Product Premium Type-650,Apparel,2547620,3257017,False
PROD-0651,Product Premium Type-651,Electronics,2388128,3199150,True
PROD-0652,Product Premium Type-652,Electronics,3392611,4640526,True
PROD-0653,Product Premium Type-653,Home & Living,4430813,5583216,True
PROD-0654,Product Premium Type-654,Home & Living,3667693,4379842,True
PROD-0655,Product Premium Type-655,Apparel,2052320,2487359,True
PROD-0656,Product Premium Type-656,Home & Living,1837105,2285321,True
PROD-0657,Product Premium Type-657,Books,5786703,7758930,True
PROD-0658,Product Premium Type-658,Apparel,6535982,8297325,True
PROD-0659,Product Premium Type-659,Automotive,1972238,2272105,True
PROD-0660,Product Premium Type-660,Books,6314317,8252952,False
PROD-0661,Product Premium Type-661,Apparel,1420796,2026700,True
PROD-0662,Product Premium Type-662,Apparel,5213924,7266245,False
PROD-0663,Product Premium Type-663,Apparel,6355034,8881562,False
PROD-0664,Product Premium Type-664,Electronics,4834045,6712155,True
PROD-0665,Product Premium Type-665,Beauty & Health,3586262,4472496,True
PROD-0666,Product Premium Type-666,Apparel,7178603,9903300,True
PROD-0667,Product Premium Type-667,Electronics,233859,278981,True
PROD-0668,Product Premium Type-668,Beauty & Health,6427891,8660392,True
PROD-0669,Product Premium Type-669,Beauty & Health,7056845,9473606,False
PROD-0670,Product Premium Type-670,Apparel,5419418,6273902,True
PROD-0671,Product Premium Type-671,Books,4052902,5618907,True
PROD-0672,Product Premium Type-672,Beauty & Health,70475,100143,True
PROD-0673,Product Premium Type-673,Electronics,7163030,8812135,True
PROD-0674,Product Premium Type-674,Beauty & Health,3328364,4638798,True
PROD-0675,Product Premium Type-675,Books,5421364,6368594,True
PROD-0676,Product Premium Type-676,Home & Living,3264254,4341426,True
PROD-0677,Product Premium Type-677,Electronics,1124577,1457107,True
PROD-0678,Product Premium Type-678,Beauty & Health,869081,1141778,True
PROD-0679,Product Premium Type-679,Electronics,6508485,9293215,True
PROD-0680,Product Premium Type-680,Beauty & Health,4648037,6560214,True
PROD-0681,Product Premium Type-681,Automotive,6984972,9677854,True
PROD-0682,Product Premium Type-682,Electronics,7257024,8941448,True
PROD-0683,Product Premium Type-683,Books,3720727,5296624,True
PROD-0684,Product Premium Type-684,Automotive,1627970,1919787,True
PROD-0685,Product Premium Type-685,Apparel,1556064,2187824,True
PROD-0686,Product Premium Type-686,Electronics,4436887,5539222,True
PROD-0687,Product Premium Type-687,Apparel,6680354,7790172,True
PROD-0688,Product Premium Type-688,Home & Living,6454742,8719111,True
PROD-0689,Product Premium Type-689,Apparel,252189,307515,True
PROD-0690,Product Premium Type-690,Electronics,6271115,7670021,True
PROD-0691,Product Premium Type-691,Apparel,2101198,2609297,False
PROD-0692,Product Premium Type-692,Electronics,7491511,8758366,True
PROD-0693,Product Premium Type-693,Electronics,1493919,1797390,True
PROD-0694,Product Premium Type-694,Automotive,3306941,3808081,True
PROD-0695,Product Premium Type-695,Books,2675324,3434107,True
PROD-0696,Product Premium Type-696,Apparel,6275805,7375806,False
PROD-0697,Product Premium Type-697,Apparel,3435580,4654509,True
PROD-0698,Product Premium Type-698,Books,5024111,6132866,False
PROD-0699,Product Premium Type-699,Beauty & Health,3710104,5316847,True
PROD-0700,Product Premium Type-700,Apparel,1445858,2040648,True
PROD-0701,Product Premium Type-701,Beauty & Health,1773982,2194118,True
PROD-0702,Product Premium Type-702,Automotive,6588614,9124997,True
PROD-0703,Product Premium Type-703,Beauty & Health,1470065,2044821,True
PROD-0704,Product Premium Type-704,Home & Living,4921799,7116768,True
PROD-0705,Product Premium Type-705,Books,5632866,7488061,True
PROD-0706,Product Premium Type-706,Books,6216265,7301560,True
PROD-0707,Product Premium Type-707,Beauty & Health,5758118,7739205,False
PROD-0708,Product Premium Type-708,Home & Living,103077,137864,True
PROD-0709,Product Premium Type-709,Books,5473656,7342937,True
PROD-0710,Product Premium Type-710,Beauty & Health,4534322,5632279,True
PROD-0711,Product Premium Type-711,Beauty & Health,6385543,8990230,True
PROD-0712,Product Premium Type-712,Electronics,6066609,8722823,True
PROD-0713,Product Premium Type-713,Home & Living,6032509,7331391,True
PROD-0714,Product Premium Type-714,Electronics,7130016,8388076,True
PROD-0715,Product Premium Type-715,Apparel,1666232,2013408,True
PROD-0716,Product Premium Type-716,Electronics,7060315,9857369,True
PROD-0717,Product Premium Type-717,Beauty & Health,5608982,7588915,True
PROD-0718,Product Premium Type-718,Electronics,6611520,8864819,True
PROD-0719,Product Premium Type-719,Automotive,4470818,5680343,True
PROD-0720,Product Premium Type-720,Apparel,5147964,6812549,True
PROD-0721,Product Premium Type-721,Automotive,6458636,8023965,True
PROD-0722,Product Premium Type-722,Apparel,4120077,5327918,True
PROD-0723,Product Premium Type-723,Electronics,6188184,8588697,True
PROD-0724,Product Premium Type-724,Books,809192,1168774,True
PROD-0725,Product Premium Type-725,Books,6288998,8991673,True
PROD-0726,Product Premium Type-726,Beauty & Health,4655232,6657725,True
PROD-0727,Product Premium Type-727,Books,945114,1200925,True
PROD-0728,Product Premium Type-728,Automotive,626891,809088,True
PROD-0729,Product Premium Type-729,Beauty & Health,7398904,10075018,True
PROD-0730,Product Premium Type-730,Home & Living,5540752,7904755,False
PROD-0731,Product Premium Type-731,Automotive,6673702,7959045,True
PROD-0732,Product Premium Type-732,Automotive,5756415,7145279,True
PROD-0733,Product Premium Type-733,Home & Living,3554921,4236662,True
PROD-0734,Product Premium Type-734,Beauty & Health,2207926,2944495,True
PROD-0735,Product Premium Type-735,Apparel,6192647,7690588,True
PROD-0736,Product Premium Type-736,Books,2510670,3132895,False
PROD-0737,Product Premium Type-737,Apparel,3369250,3946317,True
PROD-0738,Product Premium Type-738,Home & Living,3391085,4255604,True
PROD-0739,Product Premium Type-739,Electronics,4631976,6525291,True
PROD-0740,Product Premium Type-740,Automotive,4048278,4938582,True
PROD-0741,Product Premium Type-741,Books,5333822,7246297,False
PROD-0742,Product Premium Type-742,Apparel,562977,753763,True
PROD-0743,Product Premium Type-743,Beauty & Health,2024014,2851927,True
PROD-0744,Product Premium Type-744,Apparel,3728292,4435498,True
PROD-0745,Product Premium Type-745,Books,1583141,2284910,True
PROD-0746,Product Premium Type-746,Automotive,3693280,4892815,True
PROD-0747,Product Premium Type-747,Electronics,2748408,3981459,True
PROD-0748,Product Premium Type-748,Apparel,6729545,9579200,True
PROD-0749,Product Premium Type-749,Books,1873058,2278491,True
PROD-0750,Product Premium Type-750,Apparel,4809808,5612317,False
PROD-0751,Product Premium Type-751,Beauty & Health,6662640,8173005,True
PROD-0752,Product Premium Type-752,Automotive,6862388,8977850,True
PROD-0753,Product Premium Type-753,Automotive,2184173,2624237,True
PROD-0754,Product Premium Type-754,Electronics,7008941,8412396,True
PROD-0755,Product Premium Type-755,Beauty & Health,4679419,6030732,False
PROD-0756,Product Premium Type-756,Books,67291,78056,True
PROD-0757,Product Premium Type-757,Books,4647580,5514662,True
PROD-0758,Product Premium Type-758,Home & Living,4614058,5881809,True
PROD-0759,Product Premium Type-759,Beauty & Health,7270136,8498345,True
PROD-0760,Product Premium Type-760,Beauty & Health,4522968,5739766,True
PROD-0761,Product Premium Type-761,Books,2147827,2775426,True
PROD-0762,Product Premium Type-762,Books,4892951,6289301,True
PROD-0763,Product Premium Type-763,Apparel,6578774,9281021,True
PROD-0764,Product Premium Type-764,Electronics,7457300,9761745,False
PROD-0765,Product Premium Type-765,Home & Living,2093671,2701660,True
PROD-0766,Product Premium Type-766,Beauty & Health,733672,934120,True
PROD-0767,Product Premium Type-767,Books,6197496,8647285,True
PROD-0768,Product Premium Type-768,Apparel,6946154,9853237,True
PROD-0769,Product Premium Type-769,Home & Living,362369,509480,True
PROD-0770,Product Premium Type-770,Electronics,4001974,5410924,False
PROD-0771,Product Premium Type-771,Electronics,3517963,4190627,False
PROD-0772,Product Premium Type-772,Electronics,4532167,5588438,True
PROD-0773,Product Premium Type-773,Home & Living,2252039,2620965,True
PROD-0774,Product Premium Type-774,Automotive,321063,458878,True
PROD-0775,Product Premium Type-775,Home & Living,1408875,1899501,True
PROD-0776,Product Premium Type-776,Electronics,6650169,9136726,True
PROD-0777,Product Premium Type-777,Apparel,1901336,2364257,True
PROD-0778,Product Premium Type-778,Home & Living,3981778,5589206,True
PROD-0779,Product Premium Type-779,Apparel,4778267,5867143,True
PROD-0780,Product Premium Type-780,Automotive,5762890,6630165,True
PROD-0781,Product Premium Type-781,Electronics,7121807,8994304,False
PROD-0782,Product Premium Type-782,Electronics,2912757,3848417,True
PROD-0783,Product Premium Type-783,Apparel,2493665,3225833,True
PROD-0784,Product Premium Type-784,Automotive,2934984,4134285,False
PROD-0785,Product Premium Type-785,Electronics,6497973,7678145,True
PROD-0786,Product Premium Type-786,Home & Living,6386761,8405916,True
PROD-0787,Product Premium Type-787,Apparel,717924,936096,True
PROD-0788,Product Premium Type-788,Automotive,2595115,3203456,True
PROD-0789,Product Premium Type-789,Apparel,1686655,2355697,True
PROD-0790,Product Premium Type-790,Beauty & Health,4697412,6462955,True
PROD-0791,Product Premium Type-791,Electronics,3125498,4281487,True
PROD-0792,Product Premium Type-792,Apparel,4814125,6801673,True
PROD-0793,Product Premium Type-793,Home & Living,6503712,8889503,True
PROD-0794,Product Premium Type-794,Electronics,4695432,5726325,False
PROD-0795,Product Premium Type-795,Automotive,1048920,1428281,True
PROD-0796,Product Premium Type-796,Automotive,7206479,8952687,True
PROD-0797,Product Premium Type-797,Electronics,3836666,4690908,True
PROD-0798,Product Premium Type-798,Automotive,3844712,4505622,True
PROD-0799,Product Premium Type-799,Books,1058668,1453771,True
PROD-0800,Product Premium Type-800,Electronics,7142082,9736802,False
PROD-0801,Product Premium Type-801,Electronics,5661485,6908992,True
PROD-0802,Product Premium Type-802,Home & Living,5629327,7739275,True
PROD-0803,Product Premium Type-803,Electronics,6558644,9348378,True
PROD-0804,Product Premium Type-804,Home & Living,2498199,2953892,True
PROD-0805,Product Premium Type-805,Electronics,5073127,6188154,True
PROD-0806,Product Premium Type-806,Home & Living,6553957,9012203,True
PROD-0807,Product Premium Type-807,Home & Living,5588026,6886415,True
PROD-0808,Product Premium Type-808,Books,322675,431545,True
PROD-0809,Product Premium Type-809,Automotive,733175,861003,True
PROD-0810,Product Premium Type-810,Apparel,3700002,4756947,True
PROD-0811,Product Premium Type-811,Home & Living,1892306,2595728,True
PROD-0812,Product Premium Type-812,Books,288625,391362,True
PROD-0813,Product Premium Type-813,Beauty & Health,867840,1210221,False
PROD-0814,Product Premium Type-814,Home & Living,4419643,6245996,True
PROD-0815,Product Premium Type-815,Apparel,5914118,8173045,True
PROD-0816,Product Premium Type-816,Beauty & Health,5153643,6965026,True
PROD-0817,Product Premium Type-817,Beauty & Health,150355,174339,False
PROD-0818,Product Premium Type-818,Electronics,4247102,5565784,False
PROD-0819,Product Premium Type-819,Home & Living,640937,744326,False
PROD-0820,Product Premium Type-820,Books,1400607,1950233,True
PROD-0821,Product Premium Type-821,Beauty & Health,44477,55428,True
PROD-0822,Product Premium Type-822,Automotive,3581210,4722644,True
PROD-0823,Product Premium Type-823,Electronics,6533856,8061691,True
PROD-0824,Product Premium Type-824,Automotive,2512111,3478645,True
PROD-0825,Product Premium Type-825,Apparel,2034606,2880901,True
PROD-0826,Product Premium Type-826,Electronics,1584757,2011995,True
PROD-0827,Product Premium Type-827,Automotive,7340830,10342324,True
PROD-0828,Product Premium Type-828,Books,6181738,7604295,True
PROD-0829,Product Premium Type-829,Books,4624409,6059817,True
PROD-0830,Product Premium Type-830,Automotive,3457207,4866462,False
PROD-0831,Product Premium Type-831,Electronics,6196638,7731944,True
PROD-0832,Product Premium Type-832,Home & Living,4492890,6452745,True
PROD-0833,Product Premium Type-833,Apparel,1906297,2261943,True
PROD-0834,Product Premium Type-834,Apparel,6108059,7057755,True
PROD-0835,Product Premium Type-835,Beauty & Health,848759,1206290,True
PROD-0836,Product Premium Type-836,Books,3055855,3577167,True
PROD-0837,Product Premium Type-837,Electronics,4554275,6592617,True
PROD-0838,Product Premium Type-838,Beauty & Health,5898632,8467008,True
PROD-0839,Product Premium Type-839,Electronics,156184,186031,False
PROD-0840,Product Premium Type-840,Beauty & Health,1160627,1521901,True
PROD-0841,Product Premium Type-841,Apparel,2272805,2739812,True
PROD-0842,Product Premium Type-842,Apparel,270300,345564,True
PROD-0843,Product Premium Type-843,Beauty & Health,609010,711584,False
PROD-0844,Product Premium Type-844,Beauty & Health,117036,142453,True
PROD-0845,Product Premium Type-845,Apparel,6020802,7580080,True
PROD-0846,Product Premium Type-846,Beauty & Health,6464051,8284290,True
PROD-0847,Product Premium Type-847,Apparel,878392,1267738,False
PROD-0848,Product Premium Type-848,Automotive,6040877,8411073,False
PROD-0849,Product Premium Type-849,Automotive,306696,420548,True
PROD-0850,Product Premium Type-850,Beauty & Health,3687340,4834517,True
PROD-0851,Product Premium Type-851,Automotive,1215456,1704068,False
PROD-0852,Product Premium Type-852,Beauty & Health,4454723,5576408,True
PROD-0853,Product Premium Type-853,Automotive,1015029,1383149,True
PROD-0854,Product Premium Type-854,Home & Living,179692,260218,True
PROD-0855,Product Premium Type-855,Books,4482335,5577766,True
PROD-0856,Product Premium Type-856,Apparel,2416098,3267060,False
PROD-0857,Product Premium Type-857,Home & Living,1682888,2361587,True
PROD-0858,Product Premium Type-858,Home & Living,2610917,3719883,True
PROD-0859,Product Premium Type-859,Home & Living,4862231,6638792,False
PROD-0860,Product Premium Type-860,Automotive,6172560,7623620,True
PROD-0861,Product Premium Type-861,Books,1849964,2308541,True
PROD-0862,Product Premium Type-862,Electronics,1413509,1634337,True
PROD-0863,Product Premium Type-863,Beauty & Health,3779542,5209213,True
PROD-0864,Product Premium Type-864,Beauty & Health,2523214,2934048,True
PROD-0865,Product Premium Type-865,Books,4703083,6628504,True
PROD-0866,Product Premium Type-866,Apparel,6814408,8079149,True
PROD-0867,Product Premium Type-867,Apparel,4789812,5755260,True
