order_id,user_id,product_id,jumlah_barang,order_timestamp,metode_pembayaran,status_order
ORD-000299,USR-0731,PROD-1843,5,2026-06-06 14:54:39,CREDIT_CARD,Delivered
ORD-000300,USR-0196,PROD-0792,5,2026-06-28 22:54:15,OVO,Delivered
ORD-000301,USR-1098,PROD-2258,1,2026-06-07 11:19:50,DANA,Delivered
ORD-000302,USR-1639,PROD-2304,3,2026-06-25 16:59:18,DANA,Delivered
ORD-000303,USR-1659,PROD-1707,5,2026-06-26 06:33:37,CREDIT_CARD,Delivered
ORD-000304,USR-1126,PROD-0073,3,2026-06-06 14:08:49,DANA,Shipped
ORD-000305,USR-0264,PROD-0147,2,2026-06-11 15:04:49,VA_MANDIRI,Delivered
ORD-000306,USR-0920,PROD-0317,5,2026-06-17 00:33:19,VA_BCA,Delivered
ORD-000307,USR-0161,PROD-0606,5,2026-06-05 09:48:49,VA_BCA,Processing
ORD-000308,USR-1257,PROD-0575,2,2026-06-22 02:37:01,OVO,Delivered
ORD-000309,USR-1811,PROD-1178,3,2026-06-01 03:47:15,OVO,Processing
ORD-000310,USR-0770,PROD-0312,3,2026-06-20 02:09:42,VA_MANDIRI,Pending
ORD-000311,USR-0311,PROD-0765,5,2026-06-15 05:13:24,VA_MANDIRI,Delivered
ORD-000312,USR-0227,PROD-2182,2,2026-06-25 11:41:33,OVO,Delivered
ORD-000313,USR-0273,PROD-0436,4,2026-06-01 19:11:04,VA_MANDIRI,Delivered
ORD-000314,USR-0317,PROD-0358,3,2026-06-27 05:02:31,GOPAY,Delivered
ORD-000315,USR-1923,PROD-2300,4,2026-06-24 07:09:28,DANA,Delivered
ORD-000316,USR-2339,PROD-0135,5,2026-06-13 10:12:02,VA_BCA,Shipped
ORD-000317,USR-1493,PROD-0523,4,2026-06-23 09:50:49,OVO,Delivered
ORD-000318,USR-1895,PROD-0804,4,2026-06-11 21:41:00,OVO,Delivered
ORD-000319,USR-1602,PROD-2367,3,2026-06-05 05:33:09,GOPAY,Delivered
ORD-000320,USR-1793,PROD-0080,5,2026-06-11 10:30:41,DANA,Processing
ORD-000321,USR-1451,PROD-1477,4,2026-06-20 16:15:44,DANA,Delivered
ORD-000322,USR-2423,PROD-2462,3,2026-06-29 15:28:27,DANA,Delivered
ORD-000323,USR-1926,PROD-2041,4,2026-06-15 16:33:45,VA_BCA,Processing
ORD-000324,USR-0567,PROD-0368,3,2026-06-11 15:05:39,CREDIT_CARD,Processing
ORD-000325,USR-0252,PROD-1007,5,2026-06-05 23:09:23,CREDIT_CARD,Delivered
ORD-000326,USR-1557,PROD-0993,2,2026-06-09 02:04:05,CREDIT_CARD,Delivered
ORD-000327,USR-2355,PROD-0596,3,2026-06-12 03:19:48,GOPAY,Delivered
ORD-000328,USR-0675,PROD-1897,3,2026-06-17 20:58:16,DANA,Processing
ORD-000329,USR-2312,PROD-1045,4,2026-06-25 10:41:19,CREDIT_CARD,Delivered
ORD-000330,USR-2116,PROD-2294,5,2026-06-14 16:56:09,VA_BCA,Delivered
ORD-000331,USR-1603,PROD-2331,1,2026-06-28 19:36:22,DANA,Delivered
ORD-000332,USR-0514,PROD-2280,1,2026-06-26 00:06:58,VA_MANDIRI,Delivered
ORD-000333,USR-0442,PROD-2364,2,2026-06-27 09:15:52,OVO,Delivered
ORD-000334,USR-0001,PROD-1824,5,2026-06-19 00:01:16,OVO,Delivered
ORD-000335,USR-2406,PROD-2012,3,2026-06-18 06:16:37,DANA,Delivered
ORD-000336,USR-1139,PROD-2000,1,2026-06-14 23:28:45,GOPAY,Delivered
ORD-000337,USR-0903,PROD-0411,2,2026-06-28 03:47:39,GOPAY,Shipped
ORD-000338,USR-1624,PROD-2293,5,2026-06-23 13:43:38,DANA,Delivered
ORD-000339,USR-1221,PROD-0387,2,2026-06-18 02:52:17,CREDIT_CARD,Processing
ORD-000340,USR-2322,PROD-1749,1,2026-06-30 01:19:30,VA_MANDIRI,Delivered
ORD-000341,USR-0856,PROD-2406,4,2026-06-04 14:16:24,VA_BCA,Cancelled
ORD-000342,USR-1018,PROD-1022,4,2026-06-21 21:39:22,VA_MANDIRI,Delivered
ORD-000343,USR-1184,PROD-2070,5,2026-06-11 00:22:36,VA_MANDIRI,Shipped
ORD-000344,USR-2221,PROD-0019,2,2026-06-26 16:16:03,VA_BCA,Delivered
ORD-000345,USR-0585,PROD-0276,3,2026-06-19 19:53:49,VA_MANDIRI,Processing
ORD-000346,USR-0455,PROD-0659,1,2026-06-07 07:06:19,DANA,Shipped
ORD-000347,USR-0196,PROD-0552,4,2026-06-23 00:56:26,OVO,Delivered
ORD-000348,USR-0599,PROD-0679,4,2026-06-30 12:06:36,GOPAY,Delivered
ORD-000349,USR-1333,PROD-0603,2,2026-06-06 05:13:56,OVO,Shipped
ORD-000350,USR-1760,PROD-0365,4,2026-06-29 03:07:00,CREDIT_CARD,Shipped
ORD-000351,USR-0556,PROD-1974,2,2026-06-08 02:26:35,GOPAY,Delivered
ORD-000352,USR-1518,PROD-0795,1,2026-06-03 19:57:16,DANA,Delivered
ORD-000353,USR-0439,PROD-1359,2,2026-06-10 19:11:17,GOPAY,Delivered
ORD-000354,USR-0359,PROD-1775,4,2026-06-11 08:29:45,VA_MANDIRI,Shipped
ORD-000355,USR-1058,PROD-0590,2,2026-06-15 21:44:57,DANA,Delivered
ORD-000356,USR-1112,PROD-0199,4,2026-06-25 19:11:54,DANA,Delivered
ORD-000357,USR-2064,PROD-2065,5,2026-06-02 20:15:06,OVO,Delivered
ORD-000358,USR-0421,PROD-0218,4,2026-06-17 03:47:22,VA_BCA,Delivered
ORD-000359,USR-0553,PROD-0741,4,2026-06-03 16:55:08,VA_BCA,Delivered
ORD-000360,USR-1150,PROD-0650,4,2026-06-05 17:35:14,CREDIT_CARD,Delivered
ORD-000361,USR-1032,PROD-2195,5,2026-06-21 06:32:25,VA_BCA,Processing
ORD-000362,USR-1492,PROD-0670,3,2026-06-24 05:10:37,VA_BCA,Delivered
ORD-000363,USR-0880,PROD-1438,4,2026-06-03 23:00:44,GOPAY,Processing
ORD-000364,USR-1886,PROD-0665,3,2026-06-07 19:45:22,VA_MANDIRI,Delivered
ORD-000365,USR-0852,PROD-0856,1,2026-06-07 20:54:44,OVO,Delivered
ORD-000366,USR-0510,PROD-2378,2,2026-06-14 23:25:13,GOPAY,Delivered
ORD-000367,USR-1860,PROD-0895,3,2026-06-27 22:44:56,CREDIT_CARD,Delivered
ORD-000368,USR-1764,PROD-1894,1,2026-06-24 21:09:31,VA_MANDIRI,Returned
ORD-000369,USR-0966,PROD-1187,2,2026-06-27 14:53:06,DANA,Pending
ORD-000370,USR-1859,PROD-1843,4,2026-06-07 23:22:22,VA_MANDIRI,Delivered
ORD-000371,USR-0914,PROD-2149,4,2026-06-08 08:14:40,GOPAY,Delivered
ORD-000372,USR-1391,PROD-0327,4,2026-06-14 14:27:14,GOPAY,Delivered
ORD-000373,USR-1512,PROD-2375,5,2026-06-27 10:46:36,GOPAY,Delivered
ORD-000374,USR-2066,PROD-2058,5,2026-06-15 08:09:44,CREDIT_CARD,Returned
ORD-000375,USR-2104,PROD-2401,5,2026-06-07 18:01:31,CREDIT_CARD,Delivered
ORD-000376,USR-1059,PROD-0183,5,2026-06-11 10:30:39,VA_MANDIRI,Processing
ORD-000377,USR-0794,PROD-0455,1,2026-06-13 14:33:49,VA_BCA,Delivered
ORD-000378,USR-1597,PROD-1670,1,2026-06-05 13:04:07,OVO,Cancelled
ORD-000379,USR-1807,PROD-0006,4,2026-06-09 22:53:41,GOPAY,Delivered
ORD-000380,USR-0347,PROD-1357,2,2026-06-16 02:46:42,DANA,Delivered
ORD-000381,USR-1056,PROD-0211,5,2026-06-15 04:44:40,OVO,Cancelled
ORD-000382,USR-0908,PROD-0051,2,2026-06-07 16:30:23,VA_MANDIRI,Cancelled
ORD-000383,USR-1024,PROD-1469,1,2026-06-22 00:42:10,GOPAY,Cancelled
ORD-000384,USR-0576,PROD-1010,5,2026-06-11 08:07:50,DANA,Delivered
ORD-000385,USR-0199,PROD-0377,1,2026-06-21 10:07:43,GOPAY,Delivered
ORD-000386,USR-1366,PROD-1075,1,2026-06-03 23:17:33,GOPAY,Delivered
ORD-000387,USR-1999,PROD-0154,3,2026-06-23 22:40:51,DANA,Shipped
ORD-000388,USR-1255,PROD-0582,1,2026-06-19 19:03:59,OVO,Delivered
ORD-000389,USR-2349,PROD-0788,4,2026-06-27 18:56:10,VA_BCA,Delivered
ORD-000390,USR-1017,PROD-0791,1,2026-06-10 10:31:08,VA_BCA,Delivered
ORD-000391,USR-0026,PROD-2182,5,2026-06-07 16:34:04,VA_MANDIRI,Delivered
ORD-000392,USR-1559,PROD-2268,4,2026-06-08 03:23:47,VA_BCA,Shipped
ORD-000393,USR-2498,PROD-0163,1,2026-06-04 03:24:09,OVO,Delivered
ORD-000394,USR-2368,PROD-0971,4,2026-06-30 16:25:17,CREDIT_CARD,Delivered
ORD-000395,USR-2204,PROD-0648,1,2026-06-29 01:48:52,GOPAY,Delivered
ORD-000396,USR-0471,PROD-1526,4,2026-06-04 01:51:31,GOPAY,Pending
ORD-000397,USR-2468,PROD-0946,2,2026-06-27 07:27:28,VA_BCA,Delivered
ORD-000398,USR-0651,PROD-0689,3,2026-06-16 10:32:45,VA_MANDIRI,Delivered
ORD-000399,USR-0886,PROD-2163,4,2026-06-06 07:27:05,GOPAY,Delivered
ORD-000400,USR-0930,PROD-1523,5,2026-06-26 14:28:10,VA_MANDIRI,Delivered
ORD-000401,USR-1745,PROD-1496,3,2026-06-15 10:34:41,VA_BCA,Delivered
ORD-000402,USR-0876,PROD-2048,3,2026-06-30 12:21:54,GOPAY,Cancelled
ORD-000403,USR-0942,PROD-1173,1,2026-06-18 16:32:20,GOPAY,Delivered
ORD-000404,USR-1309,PROD-0123,4,2026-06-26 21:18:31,VA_MANDIRI,Processing
ORD-000405,USR-0572,PROD-0804,3,2026-06-09 15:09:33,CREDIT_CARD,Shipped
ORD-000406,USR-0054,PROD-1093,5,2026-06-07 14:17:35,VA_BCA,Delivered
ORD-000407,USR-0605,PROD-0063,5,2026-06-15 09:41:37,CREDIT_CARD,Delivered
ORD-000408,USR-0325,PROD-0733,5,2026-06-27 14:57:57,VA_MANDIRI,Delivered
ORD-000409,USR-0885,PROD-1658,1,2026-06-09 20:38:00,DANA,Delivered
ORD-000410,USR-0265,PROD-0948,2,2026-06-23 12:45:17,VA_BCA,Returned
ORD-000411,USR-0382,PROD-2265,4,2026-06-16 03:33:23,DANA,Delivered
ORD-000412,USR-1237,PROD-0479,3,2026-06-22 02:33:49,OVO,Delivered
ORD-000413,USR-2381,PROD-1138,4,2026-06-12 20:27:32,DANA,Pending
ORD-000414,USR-1382,PROD-1997,3,2026-06-08 15:36:15,VA_BCA,Delivered
ORD-000415,USR-2251,PROD-1404,1,2026-06-20 02:01:08,GOPAY,Shipped
ORD-000416,USR-2106,PROD-0977,4,2026-06-27 09:23:40,VA_BCA,Delivered
ORD-000417,USR-1518,PROD-0237,1,2026-06-29 23:24:06,CREDIT_CARD,Delivered
ORD-000418,USR-1534,PROD-1955,1,2026-06-21 08:31:51,VA_MANDIRI,Shipped
ORD-000419,USR-1792,PROD-0598,4,2026-06-07 02:54:38,CREDIT_CARD,Delivered
ORD-000420,USR-0547,PROD-1703,4,2026-06-15 00:33:44,GOPAY,Delivered
ORD-000421,USR-0871,PROD-2177,3,2026-06-21 04:36:28,OVO,Delivered
ORD-000422,USR-2151,PROD-0165,5,2026-06-06 13:44:28,VA_BCA,Delivered
ORD-000423,USR-1224,PROD-2325,1,2026-06-01 09:17:10,VA_MANDIRI,Returned
ORD-000424,USR-0865,PROD-2305,2,2026-06-13 17:46:55,CREDIT_CARD,Delivered
ORD-000425,USR-1966,PROD-0570,3,2026-06-10 17:25:45,OVO,Delivered
ORD-000426,USR-0398,PROD-0141,3,2026-06-11 05:56:44,OVO,Delivered
ORD-000427,USR-1762,PROD-0686,5,2026-06-29 09:16:12,CREDIT_CARD,Delivered
ORD-000428,USR-0392,PROD-0687,5,2026-06-05 15:51:33,GOPAY,Delivered
ORD-000429,USR-2154,PROD-2039,1,2026-06-27 07:13:49,DANA,Delivered
ORD-000430,USR-1613,PROD-1075,3,2026-06-24 14:07:56,DANA,Delivered
ORD-000431,USR-1078,PROD-1527,3,2026-06-27 17:42:41,OVO,Pending
ORD-000432,USR-1301,PROD-1283,2,2026-06-17 08:05:57,CREDIT_CARD,Delivered
ORD-000433,USR-2159,PROD-2226,1,2026-06-17 22:51:26,CREDIT_CARD,Delivered
ORD-000434,USR-2272,PROD-0922,1,2026-06-23 10:15:58,OVO,Delivered
ORD-000435,USR-2123,PROD-1342,5,2026-06-27 11:35:43,GOPAY,Delivered
ORD-000436,USR-0364,PROD-1690,1,2026-06-18 21:20:50,VA_BCA,Processing
ORD-000437,USR-2287,PROD-0364,2,2026-06-09 20:16:13,GOPAY,Delivered
ORD-000438,USR-1425,PROD-1079,1,2026-06-22 06:32:06,GOPAY,Delivered
ORD-000439,USR-0846,PROD-1068,4,2026-06-10 16:43:15,OVO,Delivered
ORD-000440,USR-1328,PROD-2031,4,2026-06-20 10:34:39,OVO,Processing
ORD-000441,USR-0392,PROD-2370,2,2026-06-12 05:56:29,GOPAY,Delivered
ORD-000442,USR-1041,PROD-2062,5,2026-06-02 05:05:26,OVO,Delivered
ORD-000443,USR-2060,PROD-1381,3,2026-06-10 21:54:55,VA_MANDIRI,Delivered
ORD-000444,USR-2047,PROD-1507,1,2026-06-28 12:39:55,VA_BCA,Delivered
ORD-000445,USR-0146,PROD-0618,5,2026-06-17 23:47:53,DANA,Shipped
ORD-000446,USR-1306,PROD-0359,5,2026-06-04 11:46:17,CREDIT_CARD,Delivered
ORD-000447,USR-1573,PROD-1342,1,2026-06-01 11:04:35,CREDIT_CARD,Delivered
ORD-000448,USR-2217,PROD-1983,3,2026-06-08 15:28:12,DANA,Delivered
ORD-000449,USR-2218,PROD-1615,1,2026-06-08 04:00:20,CREDIT_CARD,Delivered
ORD-000450,USR-2033,PROD-0194,3,2026-06-27 06:57:43,GOPAY,Delivered
ORD-000451,USR-0765,PROD-0363,2,2026-06-07 18:32:59,CREDIT_CARD,Shipped
ORD-000452,USR-1370,PROD-1120,3,2026-06-29 13:04:22,DANA,Delivered
ORD-000453,USR-0499,PROD-1064,5,2026-06-29 09:17:19,OVO,Delivered
ORD-000454,USR-1967,PROD-2445,2,2026-06-20 13:29:19,OVO,Pending
ORD-000455,USR-1166,PROD-0107,4,2026-06-09 22:49:40,DANA,Delivered
ORD-000456,USR-1761,PROD-0527,2,2026-06-16 11:38:36,CREDIT_CARD,Shipped
ORD-000457,USR-0118,PROD-1953,3,2026-06-27 17:35:53,GOPAY,Delivered
ORD-000458,USR-0365,PROD-0784,2,2026-06-10 17:24:41,GOPAY,Delivered
ORD-000459,USR-1982,PROD-1783,2,2026-06-03 17:16:50,DANA,Processing
ORD-000460,USR-0136,PROD-1750,4,2026-06-03 19:12:23,OVO,Processing
ORD-000461,USR-1101,PROD-1067,3,2026-06-02 23:15:00,GOPAY,Delivered
ORD-000462,USR-1872,PROD-1866,5,2026-06-04 23:10:25,VA_BCA,Delivered
ORD-000463,USR-0018,PROD-2398,2,2026-06-12 13:56:49,VA_BCA,Delivered
ORD-000464,USR-1891,PROD-1465,1,2026-06-02 00:41:55,VA_BCA,Cancelled
ORD-000465,USR-2451,PROD-1006,5,2026-06-11 13:07:02,GOPAY,Delivered
ORD-000466,USR-0205,PROD-1635,2,2026-06-01 10:47:57,GOPAY,Delivered
ORD-000467,USR-0499,PROD-0094,5,2026-06-20 23:39:21,DANA,Cancelled
ORD-000468,USR-2372,PROD-2044,1,2026-06-07 08:15:36,GOPAY,Shipped
ORD-000469,USR-0595,PROD-0089,5,2026-06-12 23:10:09,DANA,Delivered
ORD-000470,USR-0562,PROD-1954,5,2026-06-05 17:01:25,DANA,Delivered
ORD-000471,USR-1305,PROD-2042,1,2026-06-16 06:49:55,CREDIT_CARD,Delivered
ORD-000472,USR-2212,PROD-2262,1,2026-06-04 23:08:53,VA_MANDIRI,Delivered
ORD-000473,USR-2372,PROD-1446,1,2026-06-26 10:20:43,VA_MANDIRI,Delivered
ORD-000474,USR-0640,PROD-0526,4,2026-06-21 21:54:48,OVO,Cancelled
ORD-000475,USR-1927,PROD-2240,1,2026-06-15 00:55:30,GOPAY,Delivered
ORD-000476,USR-2256,PROD-1831,5,2026-06-15 20:14:37,GOPAY,Delivered
ORD-000477,USR-0315,PROD-0555,1,2026-06-09 13:31:36,VA_BCA,Delivered
ORD-000478,USR-2352,PROD-2435,2,2026-06-20 07:40:02,VA_BCA,Delivered
ORD-000479,USR-0901,PROD-0681,1,2026-06-26 03:40:57,OVO,Shipped
ORD-000480,USR-2287,PROD-1498,1,2026-06-11 03:40:34,OVO,Delivered
ORD-000481,USR-1751,PROD-1632,3,2026-06-23 00:49:08,CREDIT_CARD,Delivered
ORD-000482,USR-0804,PROD-0203,5,2026-06-01 20:21:41,VA_MANDIRI,Delivered
ORD-000483,USR-1561,PROD-0447,5,2026-06-24 15:18:32,OVO,Processing
ORD-000484,USR-1453,PROD-1116,2,2026-06-30 02:41:36,OVO,Delivered
ORD-000485,USR-1244,PROD-0778,4,2026-06-06 02:48:46,OVO,Processing
ORD-000486,USR-2323,PROD-2226,3,2026-06-22 18:11:47,OVO,Delivered
ORD-000487,USR-1671,PROD-1687,2,2026-06-16 17:23:05,DANA,Delivered
ORD-000488,USR-2028,PROD-0829,2,2026-06-01 10:36:22,GOPAY,Returned
ORD-000489,USR-1769,PROD-0559,5,2026-06-07 12:29:57,GOPAY,Delivered
ORD-000490,USR-2001,PROD-2023,3,2026-06-20 18:28:30,DANA,Delivered
ORD-000491,USR-1090,PROD-0103,5,2026-06-30 00:30:29,OVO,Processing
ORD-000492,USR-1447,PROD-1297,4,2026-06-07 19:50:12,VA_MANDIRI,Delivered
ORD-000493,USR-2303,PROD-1558,5,2026-06-03 05:39:40,OVO,Delivered
ORD-000494,USR-2173,PROD-0116,1,2026-06-21 14:02:37,OVO,Delivered
ORD-000495,USR-1170,PROD-0859,5,2026-06-11 09:10:04,CREDIT_CARD,Delivered
ORD-000496,USR-0615,PROD-0104,1,2026-06-24 02:02:41,OVO,Delivered
ORD-000497,USR-2433,PROD-2307,2,2026-06-19 19:20:02,GOPAY,Delivered
ORD-000498,USR-2495,PROD-1332,4,2026-06-18 17:32:05,DANA,Delivered
ORD-000499,USR-0387,PROD-0929,1,2026-06-04 18:49:54,VA_BCA,Delivered
ORD-000500,USR-2431,PROD-0807,4,2026-06-17 15:08:33,OVO,Delivered
ORD-000501,USR-1406,PROD-0560,5,2026-06-12 15:14:44,CREDIT_CARD,Processing
ORD-000502,USR-0124,PROD-2075,5,2026-06-05 21:43:37,GOPAY,Delivered
ORD-000503,USR-1814,PROD-0527,2,2026-06-12 18:31:09,GOPAY,Delivered
ORD-000504,USR-1625,PROD-0953,5,2026-06-25 20:31:16,CREDIT_CARD,Delivered
ORD-000505,USR-1182,PROD-0298,1,2026-06-20 23:13:20,CREDIT_CARD,Delivered
ORD-000506,USR-0728,PROD-0777,2,2026-06-11 00:30:58,VA_MANDIRI,Delivered
ORD-000507,USR-1142,PROD-0361,4,2026-06-07 13:32:20,GOPAY,Delivered
ORD-000508,USR-2376,PROD-0504,2,2026-06-12 04:10:11,GOPAY,Delivered
ORD-000509,USR-0359,PROD-1977,4,2026-06-27 00:48:02,GOPAY,Cancelled
ORD-000510,USR-0443,PROD-2078,3,2026-06-16 14:27:52,OVO,Delivered
ORD-000511,USR-2212,PROD-1463,1,2026-06-16 05:29:01,DANA,Delivered
ORD-000512,USR-0973,PROD-2174,1,2026-06-10 08:44:06,VA_MANDIRI,Delivered
ORD-000513,USR-0361,PROD-0596,4,2026-06-16 20:30:51,DANA,Delivered
ORD-000514,USR-0853,PROD-1590,5,2026-06-03 00:20:22,OVO,Delivered
ORD-000515,USR-1625,PROD-1390,5,2026-06-27 07:00:44,OVO,Delivered
ORD-000516,USR-1612,PROD-1876,3,2026-06-07 02:21:59,VA_MANDIRI,Delivered
ORD-000517,USR-1757,PROD-0263,4,2026-06-20 19:04:41,GOPAY,Delivered
ORD-000518,USR-1024,PROD-1864,3,2026-06-29 12:54:56,OVO,Delivered
ORD-000519,USR-1908,PROD-0002,4,2026-06-01 13:14:34,OVO,Returned
ORD-000520,USR-1931,PROD-1934,3,2026-06-17 16:17:23,CREDIT_CARD,Delivered
ORD-000521,USR-0241,PROD-0394,4,2026-06-13 10:43:40,OVO,Delivered
ORD-000522,USR-0666,PROD-0306,1,2026-06-13 23:13:32,DANA,Delivered
ORD-000523,USR-1166,PROD-1170,3,2026-06-13 00:45:40,OVO,Delivered
ORD-000524,USR-0976,PROD-0530,3,2026-06-08 15:35:59,VA_MANDIRI,Cancelled
ORD-000525,USR-2040,PROD-0528,4,2026-06-09 03:12:13,VA_BCA,Processing
ORD-000526,USR-2079,PROD-0965,2,2026-06-13 01:57:56,GOPAY,Delivered
ORD-000527,USR-0223,PROD-0671,2,2026-06-25 07:43:30,OVO,Delivered
ORD-000528,USR-1828,PROD-2400,1,2026-06-03 03:12:23,OVO,Delivered
ORD-000529,USR-2314,PROD-2257,5,2026-06-19 15:12:00,OVO,Delivered
ORD-000530,USR-1306,PROD-0958,5,2026-06-04 05:36:45,CREDIT_CARD,Delivered
ORD-000531,USR-0788,PROD-2253,1,2026-06-05 09:55:17,VA_MANDIRI,Shipped
ORD-000532,USR-2429,PROD-1714,5,2026-06-10 06:39:33,DANA,Returned
ORD-000533,USR-0556,PROD-0721,4,2026-06-14 04:01:00,DANA,Delivered
ORD-000534,USR-2110,PROD-0636,2,2026-06-02 01:53:39,VA_BCA,Cancelled
ORD-000535,USR-0847,PROD-1039,1,2026-06-07 06:51:20,CREDIT_CARD,Delivered
ORD-000536,USR-1095,PROD-2346,4,2026-06-24 04:35:08,DANA,Delivered
ORD-000537,USR-1560,PROD-0557,1,2026-06-04 15:34:04,DANA,Delivered
ORD-000538,USR-0140,PROD-1118,2,2026-06-26 17:01:10,OVO,Delivered
ORD-000539,USR-1364,PROD-2155,5,2026-06-15 10:31:58,OVO,Shipped
ORD-000540,USR-0590,PROD-0128,4,2026-06-05 13:26:23,DANA,Delivered
ORD-000541,USR-1750,PROD-1994,2,2026-06-01 08:12:50,OVO,Processing
ORD-000542,USR-0541,PROD-0038,1,2026-06-03 09:52:25,VA_MANDIRI,Delivered
ORD-000543,USR-2423,PROD-1633,3,2026-06-18 14:25:00,VA_BCA,Cancelled
ORD-000544,USR-0291,PROD-0198,4,2026-06-12 16:32:05,DANA,Pending
ORD-000545,USR-2091,PROD-2405,1,2026-06-08 10:50:59,DANA,Delivered
ORD-000546,USR-1256,PROD-2055,1,2026-06-26 06:27:58,VA_MANDIRI,Delivered
ORD-000547,USR-1236,PROD-0519,2,2026-06-06 22:44:12,VA_BCA,Shipped
ORD-000548,USR-0008,PROD-2242,1,2026-06-05 06:05:33,VA_BCA,Delivered
ORD-000549,USR-1658,PROD-2364,4,2026-06-22 22:49:48,GOPAY,Shipped
ORD-000550,USR-0483,PROD-1025,4,2026-06-27 20:41:58,OVO,Delivered
ORD-000551,USR-2090,PROD-1086,1,2026-06-08 19:45:18,DANA,Processing
ORD-000552,USR-0333,PROD-2391,2,2026-06-27 11:18:05,VA_MANDIRI,Delivered
ORD-000553,USR-1257,PROD-1042,4,2026-06-19 02:21:18,VA_MANDIRI,Delivered
ORD-000554,USR-1040,PROD-0620,3,2026-06-09 22:36:44,VA_BCA,Delivered
ORD-000555,USR-2117,PROD-1395,5,2026-06-05 19:11:06,VA_BCA,Delivered
ORD-000556,USR-2101,PROD-1595,2,2026-06-09 00:18:09,OVO,Delivered
ORD-000557,USR-0685,PROD-1723,2,2026-06-17 00:57:22,DANA,Delivered
ORD-000558,USR-0994,PROD-0235,5,2026-06-25 05:26:18,OVO,Delivered
ORD-000559,USR-1798,PROD-0447,5,2026-06-30 22:51:18,CREDIT_CARD,Delivered
ORD-000560,USR-1825,PROD-0610,4,2026-06-15 11:18:03,GOPAY,Delivered
ORD-000561,USR-1806,PROD-0008,1,2026-06-04 05:22:11,CREDIT_CARD,Delivered
ORD-000562,USR-1703,PROD-0462,1,2026-06-11 10:13:17,VA_MANDIRI,Cancelled
ORD-000563,USR-0063,PROD-1000,3,2026-06-01 06:11:59,DANA,Delivered
ORD-000564,USR-0261,PROD-1335,1,2026-06-11 17:40:13,OVO,Delivered
ORD-000565,USR-0858,PROD-0134,3,2026-06-06 07:48:28,VA_BCA,Delivered
ORD-000566,USR-1264,PROD-2433,3,2026-06-18 01:09:24,VA_BCA,Delivered
ORD-000567,USR-1489,PROD-0056,2,2026-06-05 18:13:20,CREDIT_CARD,Delivered
ORD-000568,USR-1131,PROD-0993,2,2026-06-14 23:18:28,CREDIT_CARD,Delivered
ORD-000569,USR-2031,PROD-1384,4,2026-06-19 17:15:13,VA_BCA,Delivered
ORD-000570,USR-0180,PROD-1995,5,2026-06-14 12:40:23,CREDIT_CARD,Processing
ORD-000571,USR-0355,PROD-1112,5,2026-06-18 16:39:45,OVO,Delivered
ORD-000572,USR-0934,PROD-2186,3,2026-06-13 07:02:05,DANA,Delivered
ORD-000573,USR-0589,PROD-1524,5,2026-06-25 09:16:13,CREDIT_CARD,Delivered
ORD-000574,USR-1761,PROD-0144,3,2026-06-22 08:48:01,VA_MANDIRI,Pending
ORD-000575,USR-0605,PROD-2104,5,2026-06-13 05:17:38,VA_MANDIRI,Delivered
ORD-000576,USR-2229,PROD-0620,4,2026-06-24 22:34:24,CREDIT_CARD,Delivered
ORD-000577,USR-0174,PROD-1887,2,2026-06-27 15:43:27,CREDIT_CARD,Delivered
ORD-000578,USR-2402,PROD-1030,2,2026-06-25 09:32:03,DANA,Delivered
ORD-000579,USR-0354,PROD-2495,3,2026-06-04 17:53:56,OVO,Returned
ORD-000580,USR-1339,PROD-2021,5,2026-06-12 03:00:29,VA_MANDIRI,Delivered
ORD-000581,USR-0434,PROD-1409,1,2026-06-27 19:45:06,VA_BCA,Delivered
ORD-000582,USR-2330,PROD-0639,4,2026-06-25 06:27:14,OVO,Delivered
ORD-000583,USR-0259,PROD-1657,5,2026-06-25 09:56:28,DANA,Shipped
ORD-000584,USR-0868,PROD-0837,1,2026-06-28 17:20:17,VA_BCA,Delivered
ORD-000585,USR-2053,PROD-1586,4,2026-06-28 14:11:12,GOPAY,Shipped
ORD-000586,USR-2004,PROD-0780,4,2026-06-26 18:59:50,DANA,Delivered
ORD-000587,USR-0596,PROD-0837,2,2026-06-26 23:01:16,CREDIT_CARD,Delivered
ORD-000588,USR-1669,PROD-0265,3,2026-06-17 21:57:10,OVO,Delivered
ORD-000589,USR-0394,PROD-1217,5,2026-06-28 07:53:01,VA_BCA,Delivered
ORD-000590,USR-0336,PROD-1398,4,2026-06-27 21:35:24,VA_BCA,Shipped
ORD-000591,USR-2111,PROD-2058,5,2026-06-03 10:41:56,DANA,Shipped
ORD-000592,USR-0044,PROD-0302,4,2026-06-14 06:49:39,DANA,Delivered
ORD-000593,USR-2201,PROD-1978,2,2026-06-24 03:51:36,VA_MANDIRI,Cancelled
ORD-000594,USR-0854,PROD-0805,3,2026-06-18 10:30:02,GOPAY,Processing
ORD-000595,USR-0275,PROD-1076,1,2026-06-02 15:40:41,DANA,Delivered
ORD-000596,USR-0426,PROD-1776,1,2026-06-18 15:07:55,VA_BCA,Delivered
ORD-000597,USR-0483,PROD-0099,2,2026-06-06 01:12:43,VA_BCA,Delivered
ORD-000598,USR-0214,PROD-1414,4,2026-06-20 19:06:25,OVO,Delivered
